rank,sample_id,total_pixels,class_0,class_1,class_2
114,0024448,262144,235780,26364,0
115,0001239,262144,0,262144,0
116,0001242,262144,0,262144,0
117,0001263,262144,0,262144,0
118,0000646,262144,0,0,262144
119,0024557,262144,235780,26364,0
120,0001269,262144,0,262144,0
121,0001272,262144,0,262144,0
122,0001278,262144,0,262144,0
123,0033077,262144,235772,26372,0
124,0001279,262144,0,262144,0
125,0001280,262144,0,262144,0
126,0000673,262144,0,0,262144
127,0001287,262144,0,262144,0
128,0052886,262144,235766,24080,2298
129,0001288,262144,0,262144,0
130,0001289,262144,0,262144,0
131,0001292,262144,0,262144,0
132,0061491,262144,235748,26396,0
133,0001295,262144,0,262144,0
134,0000674,262144,0,0,262144
135,0001301,262144,0,262144,0
136,0001306,262144,0,262144,0
137,0035490,262144,235731,25955,458
138,0001310,262144,0,262144,0
139,0001318,262144,0,262144,0
140,0001319,262144,0,262144,0
141,0012619,262144,235705,26122,317
142,0000699,262144,0,0,262144
143,0001329,262144,0,262144,0
144,0001348,262144,0,262144,0
145,0001354,262144,0,262144,0
146,0032796,262144,235695,26345,104
147,0001355,262144,0,262144,0
148,0001367,262144,0,262144,0
149,0001368,262144,0,262144,0
150,0000700,262144,0,0,262144
151,0052283,262144,235693,25590,861
152,0001380,262144,0,262144,0
153,0001388,262144,0,262144,0
154,0001392,262144,0,262144,0
155,0027575,262144,235683,0,26461
156,0001393,262144,0,262144,0
157,0001394,262144,0,262144,0
158,0001399,262144,0,262144,0
159,0000701,262144,0,0,262144
160,0007078,262144,235673,26471,0
161,0001400,262144,0,262144,0
162,0001408,262144,0,262144,0
163,0001411,262144,0,262144,0
164,0007180,262144,235673,26471,0
165,0001412,262144,0,262144,0
166,0001418,262144,0,262144,0
167,0000702,262144,0,0,262144
168,0001420,262144,0,262144,0
169,0061578,262144,235673,6368,20103
170,0001437,262144,0,262144,0
171,0001438,262144,0,262144,0
172,0001439,262144,0,262144,0
173,0034864,262144,235650,26494,0
174,0001440,262144,0,262144,0
175,0001548,262144,0,262144,0
176,0000740,262144,0,0,262144
177,0001551,262144,0,262144,0
178,0002485,262144,235629,22391,4124
179,0001556,262144,0,262144,0
180,0001559,262144,0,262144,0
181,0001560,262144,0,262144,0
182,0050196,262144,235620,25274,1250
183,0001570,262144,0,262144,0
184,0000752,262144,0,0,262144
185,0001578,262144,0,262144,0
186,0001586,262144,0,262144,0
187,0033170,262144,235612,22928,3604
188,0001594,262144,0,262144,0
189,0001807,262144,0,262144,0
190,0001809,262144,0,262144,0
191,0031275,262144,235586,26558,0
192,0000821,262144,0,0,262144
193,0001813,262144,0,262144,0
194,0001814,262144,0,262144,0
195,0001817,262144,0,262144,0
196,0044751,262144,235579,26353,212
197,0001818,262144,0,262144,0
198,0001819,262144,0,262144,0
199,0040176,262144,235575,26569,0
200,0001820,262144,0,262144,0
201,0000993,262144,0,0,262144
202,0001826,262144,0,262144,0
203,0001828,262144,0,262144,0
204,0040594,262144,235575,26569,0
205,0001831,262144,0,262144,0
206,0001839,262144,0,262144,0
207,0001840,262144,0,262144,0
208,0000994,262144,0,0,262144
209,0041233,262144,235534,8986,17624
210,0001841,262144,0,262144,0
211,0001846,262144,0,262144,0
212,0001847,262144,0,262144,0
213,0033568,262144,235528,26616,0
214,0001848,262144,0,262144,0
215,0001851,262144,0,262144,0
216,0001856,262144,0,262144,0
217,0002407,262144,0,0,262144
218,0040964,262144,235519,26489,136
219,0001857,262144,0,262144,0
220,0001858,262144,0,262144,0
221,0001866,262144,0,262144,0
222,0023632,262144,235512,0,26632
223,0001883,262144,0,262144,0
224,0001884,262144,0,262144,0
225,0001896,262144,0,262144,0
226,0002531,262144,0,0,262144
227,0023765,262144,235512,0,26632
228,0001904,262144,0,262144,0
229,0001908,262144,0,262144,0
230,0001909,262144,0,262144,0
231,0023898,262144,235512,0,26632
232,0001910,262144,0,262144,0
233,0001916,262144,0,262144,0
234,0001922,262144,0,262144,0
235,0002541,262144,0,0,262144
236,0023600,262144,235493,25357,1294
237,0001923,262144,0,262144,0
238,0001930,262144,0,262144,0
239,0001932,262144,0,262144,0
240,0023733,262144,235493,24100,2551
241,0001933,262144,0,262144,0
242,0001934,262144,0,262144,0
243,0001936,262144,0,262144,0
244,0002550,262144,0,0,262144
245,0023866,262144,235493,26651,0
246,0001938,262144,0,262144,0
247,0001941,262144,0,262144,0
248,0001942,262144,0,262144,0
249,0043539,262144,235492,26652,0
250,0001944,262144,0,262144,0
251,0001946,262144,0,262144,0
252,0002561,262144,0,0,262144
253,0001963,262144,0,262144,0
254,0043937,262144,235492,26652,0
255,0001964,262144,0,262144,0
256,0002042,262144,0,262144,0
257,0002079,262144,0,262144,0
258,0013981,262144,235457,19225,7462
259,0002088,262144,0,262144,0
260,0004490,262144,0,0,262144
261,0002089,262144,0,262144,0
262,0002098,262144,0,262144,0
263,0002519,262144,235456,26688,0
264,0002102,262144,0,262144,0
265,0002103,262144,0,262144,0
266,0002112,262144,0,262144,0
267,0024000,262144,235448,26696,0
268,0004506,262144,0,0,262144
269,0002117,262144,0,262144,0
270,0002120,262144,0,262144,0
271,0002126,262144,0,262144,0
272,0041866,262144,235446,7914,18784
273,0002146,262144,0,262144,0
274,0002148,262144,0,262144,0
275,0002149,262144,0,262144,0
276,0000751,262144,235440,25420,1284
277,0004522,262144,0,0,262144
278,0002150,262144,0,262144,0
279,0002194,262144,0,262144,0
280,0002231,262144,0,262144,0
281,0005240,262144,235439,26705,0
282,0002240,262144,0,262144,0
283,0002241,262144,0,262144,0
284,0002250,262144,0,262144,0
285,0004538,262144,0,0,262144
286,0054103,262144,235408,158,26578
287,0002254,262144,0,262144,0
288,0002255,262144,0,262144,0
289,0002264,262144,0,262144,0
290,0054164,262144,235408,0,26736
291,0002269,262144,0,262144,0
292,0002272,262144,0,262144,0
293,0002278,262144,0,262144,0
294,0023621,262144,235405,13426,13313
295,0004554,262144,0,0,262144
296,0002298,262144,0,262144,0
297,0002300,262144,0,262144,0
298,0002301,262144,0,262144,0
299,0023754,262144,235405,13426,13313
300,0002302,262144,0,262144,0
301,0002338,262144,0,262144,0
302,0002438,262144,0,262144,0
303,0023887,262144,235405,13426,13313
304,0004650,262144,0,0,262144
305,0002451,262144,0,262144,0
306,0002456,262144,0,262144,0
307,0002460,262144,0,262144,0
308,0054566,262144,235386,26758,0
309,0002466,262144,0,262144,0
310,0002467,262144,0,262144,0
311,0002468,262144,0,262144,0
312,0004887,262144,0,0,262144
313,0001994,262144,235365,26779,0
314,0002469,262144,0,262144,0
315,0002473,262144,0,262144,0
316,0002474,262144,0,262144,0
317,0013063,262144,235357,26787,0
318,0002632,262144,0,262144,0
319,0002633,262144,0,262144,0
320,0004900,262144,0,0,262144
321,0002635,262144,0,262144,0
322,0024721,262144,235353,25336,1455
323,0002636,262144,0,262144,0
324,0002637,262144,0,262144,0
325,0002638,262144,0,262144,0
326,0024757,262144,235353,25336,1455
327,0002642,262144,0,262144,0
328,0004951,262144,0,0,262144
329,0002643,262144,0,262144,0
330,0044608,262144,235353,26743,48
331,0002644,262144,0,262144,0
332,0002645,262144,0,262144,0
333,0002646,262144,0,262144,0
334,0044164,262144,235337,5682,21125
335,0002672,262144,0,262144,0
336,0002682,262144,0,262144,0
337,0004962,262144,0,0,262144
338,0002683,262144,0,262144,0
339,0007076,262144,235333,26811,0
340,0002684,262144,0,262144,0
341,0002694,262144,0,262144,0
342,0002695,262144,0,262144,0
343,0007178,262144,235333,26811,0
344,0002720,262144,0,262144,0
345,0004964,262144,0,0,262144
346,0002721,262144,0,262144,0
347,0002723,262144,0,262144,0
348,0033698,262144,235312,26832,0
349,0002725,262144,0,262144,0
350,0002726,262144,0,262144,0
351,0002732,262144,0,262144,0
352,0044507,262144,235308,26836,0
353,0004975,262144,0,0,262144
354,0002733,262144,0,262144,0
355,0002749,262144,0,262144,0
356,0002769,262144,0,262144,0
357,0044716,262144,235304,0,26840
358,0002770,262144,0,262144,0
359,0002771,262144,0,262144,0
360,0002776,262144,0,262144,0
361,0057210,262144,235299,26845,0
362,0004977,262144,0,0,262144
363,0002777,262144,0,262144,0
364,0002778,262144,0,262144,0
365,0002779,262144,0,262144,0
366,0024336,262144,235273,26871,0
367,0002780,262144,0,262144,0
368,0002784,262144,0,262144,0
369,0002823,262144,0,262144,0
370,0005011,262144,0,0,262144
371,0038701,262144,235268,26622,254
372,0002824,262144,0,262144,0
373,0002829,262144,0,262144,0
374,0002855,262144,0,262144,0
375,0015180,262144,235230,26914,0
376,0002862,262144,0,262144,0
377,0002863,262144,0,262144,0
378,0005022,262144,0,0,262144
379,0002865,262144,0,262144,0
380,0028537,262144,235218,0,26926
381,0002866,262144,0,262144,0
382,0002867,262144,0,262144,0
383,0002868,262144,0,262144,0
384,0037651,262144,235216,5346,21582
385,0002869,262144,0,262144,0
386,0002870,262144,0,262144,0
387,0005033,262144,0,0,262144
388,0002871,262144,0,262144,0
389,0042074,262144,235213,4912,22019
390,0002873,262144,0,262144,0
391,0002879,262144,0,262144,0
392,0002880,262144,0,262144,0
393,0024406,262144,235209,1608,25327
394,0002894,262144,0,262144,0
395,0002896,262144,0,262144,0
396,0002897,262144,0,262144,0
397,0005054,262144,0,0,262144
398,0024515,262144,235209,6387,20548
399,0002898,262144,0,262144,0
400,0002899,262144,0,262144,0
401,0002900,262144,0,262144,0
402,0024012,262144,235205,6917,20022
403,0002901,262144,0,262144,0
404,0002904,262144,0,262144,0
405,0002907,262144,0,262144,0
406,0050432,262144,235201,24328,2615
407,0005065,262144,0,0,262144
408,0002909,262144,0,262144,0
409,0002910,262144,0,262144,0
410,0002911,262144,0,262144,0
411,0050705,262144,235201,24434,2509
412,0002914,262144,0,262144,0
413,0002915,262144,0,262144,0
414,0005074,262144,0,0,262144
415,0002916,262144,0,262144,0
416,0014002,262144,235179,26965,0
417,0002917,262144,0,262144,0
418,0002920,262144,0,262144,0
419,0002921,262144,0,262144,0
420,0010732,262144,235157,26784,203
421,0002923,262144,0,262144,0
422,0002924,262144,0,262144,0
423,0005075,262144,0,0,262144
424,0002925,262144,0,262144,0
425,0061211,262144,235133,27011,0
426,0002926,262144,0,262144,0
427,0002932,262144,0,262144,0
428,0002933,262144,0,262144,0
429,0055276,262144,235114,21547,5483
430,0002934,262144,0,262144,0
431,0005095,262144,0,0,262144
432,0002935,262144,0,262144,0
433,0002940,262144,0,262144,0
434,0055328,262144,235114,21547,5483
435,0002947,262144,0,262144,0
436,0002948,262144,0,262144,0
437,0002956,262144,0,262144,0
438,0055380,262144,235114,23057,3973
439,0002957,262144,0,262144,0
440,0005260,262144,0,0,262144
441,0002958,262144,0,262144,0
442,0012598,262144,235090,25879,1175
443,0002959,262144,0,262144,0
444,0002960,262144,0,262144,0
445,0002961,262144,0,262144,0
446,0031015,262144,235084,27060,0
447,0002962,262144,0,262144,0
448,0005270,262144,0,0,262144
449,0002963,262144,0,262144,0
450,0002964,262144,0,262144,0
451,0053877,262144,235056,27088,0
452,0002966,262144,0,262144,0
453,0002971,262144,0,262144,0
454,0002982,262144,0,262144,0
455,0005273,262144,0,0,262144
456,0040006,262144,235037,27107,0
457,0002985,262144,0,262144,0
458,0002999,262144,0,262144,0
459,0003002,262144,0,262144,0
460,0011461,262144,235027,15238,11879
461,0003003,262144,0,262144,0
462,0003004,262144,0,262144,0
463,0003005,262144,0,262144,0
464,0005283,262144,0,0,262144
465,0015860,262144,235023,23319,3802
466,0003006,262144,0,262144,0
467,0003007,262144,0,262144,0
468,0003009,262144,0,262144,0
469,0034155,262144,235020,27124,0
470,0003031,262144,0,262144,0
471,0003036,262144,0,262144,0
472,0005286,262144,0,0,262144
473,0003037,262144,0,262144,0
474,0000034,262144,235019,7111,20014
475,0003038,262144,0,262144,0
476,0003041,262144,0,262144,0
477,0003044,262144,0,262144,0
478,0000763,262144,235008,27136,0
479,0003045,262144,0,262144,0
480,0003047,262144,0,262144,0
481,0005296,262144,0,0,262144
482,0003048,262144,0,262144,0
483,0000775,262144,235008,26615,521
484,0003049,262144,0,262144,0
485,0003050,262144,0,262144,0
486,0003054,262144,0,262144,0
487,0000787,262144,235008,27136,0
488,0003055,262144,0,262144,0
489,0005299,262144,0,0,262144
490,0003064,262144,0,262144,0
491,0003066,262144,0,262144,0
492,0000799,262144,235008,27136,0
493,0003070,262144,0,262144,0
494,0003071,262144,0,262144,0
495,0003074,262144,0,262144,0
496,0000811,262144,235008,27136,0
497,0005300,262144,0,0,262144
498,0003075,262144,0,262144,0
499,0003084,262144,0,262144,0
500,0003086,262144,0,262144,0
