sample_id,total_pixels,class_0,class_1,class_2
0000083,262144,0,222542,39602
0000084,262144,0,259516,2628
0000085,262144,199,252428,9517
0000086,262144,0,261029,1115
0000087,262144,35791,220140,6213
0000088,262144,0,261956,188
0000089,262144,0,260536,1608
0000090,262144,0,260663,1481
0000091,262144,0,261500,644
0000092,262144,0,255753,6391
0000093,262144,0,262131,13
0000094,262144,0,256245,5899
0000095,262144,0,262144,0
0000096,262144,0,250372,11772
0000097,262144,0,261867,277
0000098,262144,0,262102,42
0000099,262144,0,246661,15483
0000100,262144,0,237333,24811
0000101,262144,0,199099,63045
0000102,262144,0,261752,392
0000103,262144,0,228684,33460
0000104,262144,0,232650,29494
0000105,262144,0,258861,3283
0000106,262144,0,251044,11100
0000107,262144,0,105380,156764
0000108,262144,0,245063,17081
0000109,262144,0,0,262144
0000110,262144,0,0,262144
0000111,262144,0,0,262144
0000112,262144,0,0,262144
0000113,262144,0,0,262144
0000114,262144,0,0,262144
0000115,262144,5632,0,256512
0000116,262144,0,242531,19613
0000117,262144,0,99641,162503
0000118,262144,0,225429,36715
0000119,262144,0,229336,32808
0000120,262144,0,146609,115535
0000121,262144,0,260854,1290
0000122,262144,0,221159,40985
0000123,262144,0,238902,23242
0000124,262144,0,246218,15926
0000125,262144,0,228913,33231
0000126,262144,0,246018,16126
0000127,262144,0,214741,47403
0000128,262144,0,212762,49382
0000129,262144,0,242693,19451
0000130,262144,0,167791,94353
0000131,262144,0,255951,6193
0000132,262144,0,236559,25585
0000133,262144,0,254548,7596
0000134,262144,1224,260770,150
0000135,262144,0,239164,22980
0000136,262144,0,239491,22653
0000137,262144,0,247771,14373
0000138,262144,0,262144,0
0000139,262144,0,262144,0
0000140,262144,0,260488,1656
0000141,262144,2534,256700,2910
0000142,262144,0,241537,20607
0000143,262144,25290,234100,2754
0000144,262144,0,242936,19208
0000145,262144,0,230793,31351
0000146,262144,0,262144,0
0000147,262144,0,256545,5599
0000148,262144,0,261267,877
0000149,262144,0,259873,2271
0000150,262144,0,262144,0
0000151,262144,0,248968,13176
0000152,262144,0,252563,9581
0000153,262144,0,259867,2277
0000154,262144,0,245602,16542
0000155,262144,0,246151,15993
0000156,262144,0,243096,19048
0000157,262144,0,241633,20511
0000158,262144,0,226802,35342
0000159,262144,0,254701,7443
0000160,262144,0,240829,21315
0000161,262144,0,254649,7495
0000162,262144,0,259905,2239
0000163,262144,0,12,262132
0000164,262144,0,240285,21859
0000165,262144,0,0,262144
0000166,262144,0,0,262144
0000167,262144,0,0,262144
0000168,262144,0,0,262144
0000169,262144,0,0,262144
0000170,262144,0,0,262144
0000171,262144,5632,0,256512
0000172,262144,0,238604,23540
0000173,262144,0,150348,111796
0000174,262144,0,256345,5799
0000175,262144,0,256106,6038
0000176,262144,0,262144,0
0000177,262144,0,217115,45029
0000178,262144,0,238973,23171
0000179,262144,0,237084,25060
0000180,262144,0,213947,48197
0000181,262144,0,218286,43858
0000182,262144,0,237927,24217
0000183,262144,0,226497,35647
0000184,262144,0,173791,88353
0000185,262144,0,248853,13291
0000186,262144,0,231119,31025
0000187,262144,0,227832,34312
0000188,262144,0,250505,11639
0000189,262144,0,128795,133349
0000190,262144,66048,181460,14636
0000191,262144,66048,0,196096
0000192,262144,66048,185629,10467
0000193,262144,66048,0,196096
0000194,262144,66048,0,196096
0000195,262144,66048,0,196096
0000196,262144,66048,0,196096
0000197,262144,66048,0,196096
0000198,262144,66048,0,196096
0000199,262144,70261,0,191883
0000200,262144,66048,188742,7354
0000201,262144,66048,195092,1004
0000202,262144,66048,196096,0
0000203,262144,66048,193580,2516
0000204,262144,66048,188381,7715
0000205,262144,66048,181654,14442
0000206,262144,66048,191189,4907
0000207,262144,66048,184948,11148
0000208,262144,66048,179840,16256
0000209,262144,66048,185992,10104
0000210,262144,66048,174102,21994
0000211,262144,66048,98110,97986
0000212,262144,66048,137523,58573
0000213,262144,66048,119443,76653
0000214,262144,66048,99445,96651
0000215,262144,66048,42780,153316
0000216,262144,66048,68611,127485
0000217,262144,66048,0,196096
0000218,262144,0,259794,2350
0000219,262144,0,212543,49601
0000220,262144,0,180438,81706
0000221,262144,0,195247,66897
0000222,262144,0,254971,7173
0000223,262144,0,262144,0
0000224,262144,0,262018,126
0000225,262144,0,260868,1276
0000226,262144,0,235237,26907
0000227,262144,22600,235074,4470
0000228,262144,0,244251,17893
0000229,262144,0,259682,2462
0000230,262144,0,260132,2012
0000231,262144,0,260771,1373
0000232,262144,0,245680,16464
0000233,262144,0,255514,6630
0000234,262144,0,262102,42
0000235,262144,0,261712,432
0000236,262144,0,258566,3578
0000237,262144,0,216520,45624
0000238,262144,0,246156,15988
0000239,262144,0,255776,6368
0000240,262144,0,250760,11384
0000241,262144,0,254582,7562
0000242,262144,0,217775,44369
0000243,262144,0,233307,28837
0000244,262144,0,250860,11284
0000245,262144,0,250805,11339
0000246,262144,0,245096,17048
0000247,262144,0,212274,49870
0000248,262144,0,201506,60638
0000249,262144,0,217087,45057
0000250,262144,0,255837,6307
0000251,262144,0,217257,44887
0000252,262144,0,218630,43514
0000253,262144,0,195151,66993
0000254,262144,146,221330,40668
0000255,262144,19733,241092,1319
0000256,262144,0,217976,44168
0000257,262144,0,254564,7580
0000258,262144,0,260499,1645
0000259,262144,0,246800,15344
0000260,262144,0,232180,29964
0000261,262144,0,232618,29526
0000262,262144,0,254835,7309
0000263,262144,0,242445,19699
0000264,262144,0,223386,38758
0000265,262144,0,228170,33974
0000266,262144,0,238928,23216
0000267,262144,0,219685,42459
0000268,262144,0,255074,7070
0000269,262144,0,251272,10872
0000270,262144,0,217503,44641
0000271,262144,0,239467,22677
0000272,262144,0,253614,8530
0000273,262144,0,256961,5183
0000274,262144,0,203972,58172
0000275,262144,0,246694,15450
0000276,262144,0,201462,60682
0000277,262144,0,238628,23516
0000278,262144,0,260979,1165
0000279,262144,0,245232,16912
0000280,262144,0,172523,89621
0000281,262144,0,20693,241451
0000282,262144,0,161100,101044
0000283,262144,16848,212733,32563
0000284,262144,0,228010,34134
0000285,262144,0,244987,17157
0000286,262144,0,213650,48494
0000287,262144,0,253517,8627
0000288,262144,0,261161,983
0000289,262144,0,223333,38811
0000290,262144,0,200006,62138
0000291,262144,0,243009,19135
0000292,262144,0,226984,35160
0000293,262144,0,245894,16250
0000294,262144,0,220128,42016
0000295,262144,0,231292,30852
0000296,262144,0,252950,9194
0000297,262144,0,255023,7121
0000298,262144,0,226335,35809
0000299,262144,0,244469,17675
0000300,262144,0,246054,16090
0000301,262144,0,251573,10571
0000302,262144,0,175332,86812
0000303,262144,0,255704,6440
0000304,262144,0,238680,23464
0000305,262144,0,259048,3096
0000306,262144,0,236293,25851
0000307,262144,0,168962,93182
0000308,262144,0,260579,1565
0000309,262144,0,206541,55603
0000310,262144,0,152900,109244
0000311,262144,14166,176279,71699
0000312,262144,0,254304,7840
0000313,262144,0,229781,32363
0000314,262144,0,200322,61822
0000315,262144,0,257006,5138
0000316,262144,0,259827,2317
0000317,262144,0,259131,3013
0000318,262144,0,262144,0
0000319,262144,0,252078,10066
0000320,262144,0,233103,29041
0000321,262144,0,251893,10251
0000322,262144,0,255493,6651
0000323,262144,0,161714,100430
0000324,262144,0,245470,16674
0000325,262144,0,259355,2789
0000326,262144,0,253216,8928
0000327,262144,0,257432,4712
0000328,262144,0,254585,7559
0000329,262144,0,204925,57219
0000330,262144,0,254821,7323
0000331,262144,0,249446,12698
0000332,262144,0,234730,27414
0000333,262144,0,172024,90120
0000334,262144,0,145847,116297
0000335,262144,0,240687,21457
0000336,262144,0,255256,6888
0000337,262144,0,258786,3358
0000338,262144,0,132345,129799
0000339,262144,11592,172080,78472
0000340,262144,0,246276,15868
0000341,262144,0,259055,3089
0000342,262144,0,255805,6339
0000343,262144,0,257948,4196
0000344,262144,0,261780,364
0000345,262144,0,259721,2423
0000346,262144,0,262144,0
0000347,262144,0,262132,12
0000348,262144,0,228783,33361
0000349,262144,0,257182,4962
0000350,262144,0,251166,10978
0000351,262144,0,155021,107123
0000352,262144,0,246522,15622
0000353,262144,0,250274,11870
0000354,262144,0,251420,10724
0000355,262144,0,255504,6640
0000356,262144,0,240055,22089
0000357,262144,0,256696,5448
0000358,262144,0,260273,1871
0000359,262144,0,205226,56918
0000360,262144,0,245566,16578
0000361,262144,0,187939,74205
0000362,262144,0,241804,20340
0000363,262144,0,255801,6343
0000364,262144,0,256407,5737
0000365,262144,0,257076,5068
0000366,262144,0,235737,26407
0000367,262144,8544,194885,58715
0000368,262144,0,242067,20077
0000369,262144,0,248333,13811
0000370,262144,0,247918,14226
0000371,262144,0,257715,4429
0000372,262144,0,259650,2494
0000373,262144,0,259194,2950
0000374,262144,0,261879,265
0000375,262144,0,262144,0
0000376,262144,0,252686,9458
0000377,262144,0,254673,7471
0000378,262144,0,261421,723
0000379,262144,0,241950,20194
0000380,262144,0,225743,36401
0000381,262144,0,156281,105863
0000382,262144,0,112181,149963
0000383,262144,0,238590,23554
0000384,262144,0,222190,39954
0000385,262144,0,259802,2342
0000386,262144,0,249524,12620
0000387,262144,0,238543,23601
0000388,262144,0,255218,6926
0000389,262144,0,231060,31084
0000390,262144,0,218259,43885
0000391,262144,0,245740,16404
0000392,262144,0,244448,17696
0000393,262144,0,247519,14625
0000394,262144,0,262126,18
0000395,262144,6076,245978,10090
0000396,262144,0,182740,79404
0000397,262144,0,240497,21647
0000398,262144,0,221840,40304
0000399,262144,0,177841,84303
0000400,262144,0,229500,32644
0000401,262144,0,249403,12741
0000402,262144,0,235020,27124
0000403,262144,0,260838,1306
0000404,262144,0,250118,12026
0000405,262144,0,262144,0
0000406,262144,0,262030,114
0000407,262144,0,246563,15581
0000408,262144,0,233819,28325
0000409,262144,0,218196,43948
0000410,262144,0,163241,98903
0000411,262144,0,231598,30546
0000412,262144,0,110210,151934
0000413,262144,0,170200,91944
0000414,262144,0,239099,23045
0000415,262144,0,248244,13900
0000416,262144,0,211554,50590
0000417,262144,0,248987,13157
0000418,262144,0,238147,23997
0000419,262144,0,256324,5820
0000420,262144,0,229763,32381
0000421,262144,0,252812,9332
0000422,262144,0,250208,11936
0000423,262144,5632,208543,47969
0000424,262144,0,193262,68882
0000425,262144,0,252884,9260
0000426,262144,0,231186,30958
0000427,262144,0,248437,13707
0000428,262144,0,256939,5205
0000429,262144,0,251285,10859
0000430,262144,0,248512,13632
0000431,262144,0,258872,3272
0000432,262144,0,260400,1744
0000433,262144,0,255503,6641
0000434,262144,0,261366,778
0000435,262144,0,256362,5782
0000436,262144,0,227915,34229
0000437,262144,0,256859,5285
0000438,262144,0,173507,88637
0000439,262144,0,172181,89963
0000440,262144,0,244452,17692
0000441,262144,0,161221,100923
0000442,262144,2962,257143,2039
0000443,262144,0,257755,4389
0000444,262144,0,238420,23724
0000445,262144,0,262144,0
0000446,262144,0,193930,68214
0000447,262144,16,200510,61618
0000448,262144,0,243599,18545
0000449,262144,2824,219875,39445
0000450,262144,3467,256596,2081
0000451,262144,27868,234111,165
0000452,262144,0,240019,22125
0000453,262144,0,261700,444
0000454,262144,0,262144,0
0000455,262144,0,260534,1610
0000456,262144,0,252007,10137
0000457,262144,0,250071,12073
0000458,262144,0,257867,4277
0000459,262144,0,257189,4955
0000460,262144,0,245147,16997
0000461,262144,0,262144,0
0000462,262144,0,262144,0
0000463,262144,0,260076,2068
0000464,262144,0,260952,1192
0000465,262144,0,249832,12312
0000466,262144,0,219088,43056
0000467,262144,0,252533,9611
0000468,262144,0,262144,0
0000469,262144,0,258260,3884
0000470,262144,0,203728,58416
0000471,262144,0,245445,16699
0000472,262144,0,225122,37022
0000473,262144,0,244114,18030
0000474,262144,0,254002,8142
0000475,262144,0,241903,20241
0000476,262144,0,255380,6764
0000477,262144,0,249043,13101
0000478,262144,0,237397,24747
0000479,262144,5632,150151,106361
0000480,262144,0,246622,15522
0000481,262144,0,238551,23593
0000482,262144,0,255432,6712
0000483,262144,0,236536,25608
0000484,262144,0,260835,1309
0000485,262144,0,242946,19198
0000486,262144,0,258167,3977
0000487,262144,0,261574,570
0000488,262144,0,256770,5374
0000489,262144,0,256568,5576
0000490,262144,0,260317,1827
0000491,262144,0,258654,3490
0000492,262144,0,235298,26846
0000493,262144,0,226722,35422
0000494,262144,0,179922,82222
0000495,262144,0,192115,70029
0000496,262144,0,227000,35144
0000497,262144,0,251708,10436
0000498,262144,0,193099,69045
0000499,262144,0,251284,10860
0000500,262144,0,248498,13646
0000501,262144,0,224466,37678
0000502,262144,0,220568,41576
0000503,262144,0,246068,16076
0000504,262144,0,254125,8019
0000505,262144,0,197138,65006
0000506,262144,0,93687,168457
0000507,262144,5632,15225,241287
0000508,262144,0,262053,91
0000509,262144,0,240141,22003
0000510,262144,0,257764,4380
0000511,262144,0,248081,14063
0000512,262144,0,261427,717
0000513,262144,0,257388,4756
0000514,262144,0,262144,0
0000515,262144,0,261471,673
0000516,262144,0,165659,96485
0000517,262144,0,252238,9906
0000518,262144,0,253120,9024
0000519,262144,0,252996,9148
0000520,262144,0,253288,8856
0000521,262144,0,236137,26007
0000522,262144,0,253669,8475
0000523,262144,0,250164,11980
0000524,262144,0,220630,41514
0000525,262144,0,249584,12560
0000526,262144,0,254092,8052
0000527,262144,0,145221,116923
0000528,262144,0,196527,65617
0000529,262144,0,223281,38863
0000530,262144,0,201071,61073
0000531,262144,0,173231,88913
0000532,262144,0,193873,68271
0000533,262144,0,134042,128102
0000534,262144,0,17981,244163
0000535,262144,5632,3010,253502
0000536,262144,0,262108,36
0000537,262144,0,260671,1473
0000538,262144,0,245918,16226
0000539,262144,0,253721,8423
0000540,262144,0,227593,34551
0000541,262144,0,255080,7064
0000542,262144,0,261025,1119
0000543,262144,0,251722,10422
0000544,262144,0,234811,27333
0000545,262144,0,228248,33896
0000546,262144,0,223223,38921
0000547,262144,0,242817,19327
0000548,262144,0,229349,32795
0000549,262144,0,253469,8675
0000550,262144,0,244412,17732
0000551,262144,0,250159,11985
0000552,262144,0,235478,26666
0000553,262144,0,238336,23808
0000554,262144,0,246300,15844
0000555,262144,0,218286,43858
0000556,262144,0,206187,55957
0000557,262144,0,220227,41917
0000558,262144,0,174718,87426
0000559,262144,0,194958,67186
0000560,262144,0,85962,176182
0000561,262144,0,26403,235741
0000562,262144,0,22681,239463
0000563,262144,5632,1125,255387
0000564,262144,0,257774,4370
0000565,262144,0,262066,78
0000566,262144,0,254360,7784
0000567,262144,0,260208,1936
0000568,262144,0,250993,11151
0000569,262144,0,252125,10019
0000570,262144,0,249597,12547
0000571,262144,0,252111,10033
0000572,262144,0,262144,0
0000573,262144,0,256558,5586
0000574,262144,0,258682,3462
0000575,262144,0,228959,33185
0000576,262144,0,243160,18984
0000577,262144,0,261447,697
0000578,262144,0,250699,11445
0000579,262144,0,245289,16855
0000580,262144,0,235073,27071
0000581,262144,0,237509,24635
0000582,262144,0,249607,12537
0000583,262144,0,174862,87282
0000584,262144,0,218937,43207
0000585,262144,0,107495,154649
0000586,262144,0,149471,112673
0000587,262144,0,178440,83704
0000588,262144,0,150973,111171
0000589,262144,0,42358,219786
0000590,262144,0,11720,250424
0000591,262144,5632,0,256512
0000592,262144,0,259119,3025
0000593,262144,0,253028,9116
0000594,262144,0,232209,29935
0000595,262144,0,254762,7382
0000596,262144,0,260744,1400
0000597,262144,0,232003,30141
0000598,262144,0,257006,5138
0000599,262144,0,261489,655
0000600,262144,0,245612,16532
0000601,262144,0,257646,4498
0000602,262144,0,250396,11748
0000603,262144,0,258261,3883
0000604,262144,0,262144,0
0000605,262144,0,258097,4047
0000606,262144,0,247726,14418
0000607,262144,0,252982,9162
0000608,262144,0,237295,24849
0000609,262144,0,248054,14090
0000610,262144,0,258821,3323
0000611,262144,0,203060,59084
0000612,262144,0,246631,15513
0000613,262144,0,89458,172686
0000614,262144,0,188282,73862
0000615,262144,0,169041,93103
0000616,262144,0,63429,198715
0000617,262144,0,75284,186860
0000618,262144,0,0,262144
0000619,262144,5632,0,256512
0000620,262144,0,249882,12262
0000621,262144,0,240511,21633
0000622,262144,0,226334,35810
0000623,262144,0,248786,13358
0000624,262144,0,224765,37379
0000625,262144,0,253978,8166
0000626,262144,0,242737,19407
0000627,262144,0,254053,8091
0000628,262144,0,239211,22933
0000629,262144,0,234473,27671
0000630,262144,0,233848,28296
0000631,262144,0,258402,3742
0000632,262144,0,248088,14056
0000633,262144,0,255073,7071
0000634,262144,0,250684,11460
0000635,262144,0,238938,23206
0000636,262144,0,144162,117982
0000637,262144,0,150454,111690
0000638,262144,0,242886,19258
0000639,262144,0,205009,57135
0000640,262144,0,256681,5463
0000641,262144,0,157838,104306
0000642,262144,0,115213,146931
0000643,262144,0,91109,171035
0000644,262144,0,36667,225477
0000645,262144,0,7382,254762
0000646,262144,0,0,262144
0000647,262144,5632,0,256512
0000648,262144,0,255849,6295
0000649,262144,0,240797,21347
0000650,262144,0,253541,8603
0000651,262144,0,259745,2399
0000652,262144,0,224221,37923
0000653,262144,0,258545,3599
0000654,262144,0,227105,35039
0000655,262144,0,248490,13654
0000656,262144,0,255064,7080
0000657,262144,0,261001,1143
0000658,262144,0,250288,11856
0000659,262144,0,240992,21152
0000660,262144,0,260815,1329
0000661,262144,0,250471,11673
0000662,262144,0,212787,49357
0000663,262144,0,227185,34959
0000664,262144,0,107517,154627
0000665,262144,0,110116,152028
0000666,262144,0,241797,20347
0000667,262144,0,237691,24453
0000668,262144,0,247688,14456
0000669,262144,0,162079,100065
0000670,262144,0,45133,217011
0000671,262144,0,5257,256887
0000672,262144,0,30,262114
0000673,262144,0,0,262144
0000674,262144,0,0,262144
0000675,262144,5632,0,256512
0000676,262144,0,262144,0
0000677,262144,0,249366,12778
0000678,262144,0,246766,15378
0000679,262144,0,204920,57224
0000680,262144,0,175620,86524
0000681,262144,0,211306,50838
0000682,262144,0,237377,24767
0000683,262144,0,261989,155
0000684,262144,0,233309,28835
0000685,262144,0,259877,2267
0000686,262144,0,247651,14493
0000687,262144,0,218800,43344
0000688,262144,0,218701,43443
0000689,262144,0,213368,48776
0000690,262144,0,203570,58574
0000691,262144,0,223364,38780
0000692,262144,0,239477,22667
0000693,262144,0,250911,11233
0000694,262144,0,259272,2872
0000695,262144,0,217681,44463
0000696,262144,0,254653,7491
0000697,262144,0,87194,174950
0000698,262144,0,321,261823
0000699,262144,0,0,262144
0000700,262144,0,0,262144
0000701,262144,0,0,262144
0000702,262144,0,0,262144
0000703,262144,5632,0,256512
0000704,262144,0,252236,9908
0000705,262144,0,236125,26019
0000706,262144,0,170642,91502
0000707,262144,0,137743,124401
0000708,262144,0,209933,52211
0000709,262144,0,214995,47149
0000710,262144,0,258085,4059
0000711,262144,0,231210,30934
0000712,262144,0,250340,11804
0000713,262144,0,246402,15742
0000714,262144,0,236274,25870
0000715,262144,0,217378,44766
0000716,262144,0,201224,60920
0000717,262144,0,237889,24255
0000718,262144,0,231162,30982
0000719,262144,0,247396,14748
0000720,262144,0,226168,35976
0000721,262144,0,252059,10085
0000722,262144,169025,93119,0
0000723,262144,156321,105068,755
0000724,262144,224558,37520,66
0000725,262144,90080,171765,299
0000726,262144,200313,61831,0
0000727,262144,12821,248782,541
0000728,262144,2499,259597,48
0000729,262144,188770,73374,0
0000730,262144,28934,232500,710
0000731,262144,90167,171977,0
0000732,262144,57177,204967,0
0000733,262144,155659,106485,0
0000734,262144,216201,45943,0
0000735,262144,146974,115170,0
0000736,262144,51489,184751,25904
0000737,262144,97072,165000,72
0000738,262144,214483,47609,52
0000739,262144,7513,253971,660
0000740,262144,0,0,262144
0000741,262144,0,249361,12783
0000742,262144,3248,252700,6196
0000743,262144,481,253258,8405
0000744,262144,55487,194752,11905
0000745,262144,74720,179639,7785
0000746,262144,180194,75544,6406
0000747,262144,61021,191720,9403
0000748,262144,10330,237524,14290
0000749,262144,12191,234310,15643
0000750,262144,0,84012,178132
0000751,262144,235440,25420,1284
0000752,262144,0,0,262144
0000753,262144,29409,214716,18019
0000754,262144,129678,121102,11364
0000755,262144,144033,117704,407
0000756,262144,29734,227252,5158
0000757,262144,142616,118120,1408
0000758,262144,62327,199817,0
0000759,262144,57815,204329,0
0000760,262144,41989,218587,1568
0000761,262144,34871,227273,0
0000762,262144,0,105763,156381
0000763,262144,235008,27136,0
0000764,262144,14149,0,247995
0000765,262144,68906,119617,73621
0000766,262144,67389,107500,87255
0000767,262144,144509,117635,0
0000768,262144,189425,69427,3292
0000769,262144,171024,90673,447
0000770,262144,157278,101637,3229
0000771,262144,81653,151163,29328
0000772,262144,63958,198186,0
0000773,262144,34601,224694,2849
0000774,262144,5646,17368,239130
0000775,262144,235008,26615,521
0000776,262144,66154,0,195990
0000777,262144,53245,97748,111151
0000778,262144,47908,36282,177954
0000779,262144,130420,130339,1385
0000780,262144,201137,60169,838
0000781,262144,103798,157389,957
0000782,262144,116672,139195,6277
0000783,262144,135818,121478,4848
0000784,262144,43496,218248,400
0000785,262144,0,262109,35
0000786,262144,18078,0,244066
0000787,262144,235008,27136,0
0000788,262144,107104,0,155040
0000789,262144,172605,30609,58930
0000790,262144,142624,723,118797
0000791,262144,147687,98020,16437
0000792,262144,61622,196698,3824
0000793,262144,131956,129385,803
0000794,262144,159506,102156,482
0000795,262144,63228,198596,320
0000796,262144,127869,132795,1480
0000797,262144,0,260790,1354
0000798,262144,91600,12330,158214
0000799,262144,235008,27136,0
0000800,262144,98741,23668,139735
0000801,262144,232371,0,29773
0000802,262144,187549,0,74595
0000803,262144,205980,49719,6445
0000804,262144,157512,99897,4735
0000805,262144,87521,150577,24046
0000806,262144,146158,110174,5812
0000807,262144,58100,203912,132
0000808,262144,8618,250718,2808
0000809,262144,0,262144,0
0000810,262144,183465,11678,67001
0000811,262144,235008,27136,0
0000812,262144,145319,67017,49808
0000813,262144,233799,556,27789
0000814,262144,206872,53936,1336
0000815,262144,188553,73543,48
0000816,262144,165292,96402,450
0000817,262144,152017,109552,575
0000818,262144,128735,132458,951
0000819,262144,101376,160768,0
0000820,262144,223309,28544,10291
0000821,262144,0,0,262144
0000822,262144,17219,221908,23017
0000823,262144,51508,197098,13538
0000824,262144,18439,236430,7275
0000825,262144,39916,209775,12453
0000826,262144,77806,184338,0
0000827,262144,52968,209176,0
0000828,262144,56617,205527,0
0000829,262144,39867,221561,716
0000830,262144,18741,241388,2015
0000831,262144,0,149432,112712
0000832,262144,235008,26581,555
0000833,262144,165583,96379,182
0000834,262144,143215,117795,1134
0000835,262144,122101,138127,1916
0000836,262144,92702,169306,136
0000837,262144,2357,259787,0
0000838,262144,0,262144,0
0000839,262144,0,261444,700
0000840,262144,143715,117888,541
0000841,262144,110566,151578,0
0000842,262144,126433,134842,869
0000843,262144,150207,110931,1006
0000844,262144,7592,254180,372
0000845,262144,4202,257942,0
0000846,262144,0,262144,0
0000847,262144,0,262144,0
0000848,262144,154273,107871,0
0000849,262144,92553,169591,0
0000850,262144,188701,72952,491
0000851,262144,99087,163057,0
0000852,262144,835,261309,0
0000853,262144,0,258677,3467
0000854,262144,0,239305,22839
0000855,262144,1116,236873,24155
0000856,262144,84352,177792,0
0000857,262144,151961,96910,13273
0000858,262144,190566,71303,275
0000859,262144,10151,251515,478
0000860,262144,0,262144,0
0000861,262144,0,241458,20686
0000862,262144,0,249832,12312
0000863,262144,10909,242273,8962
0000864,262144,118403,142680,1061
0000865,262144,137692,117376,7076
0000866,262144,87884,173533,727
0000867,262144,352,260515,1277
0000868,262144,0,237001,25143
0000869,262144,0,244235,17909
0000870,262144,0,261620,524
0000871,262144,22626,237537,1981
0000872,262144,114239,140908,6997
0000873,262144,172763,88559,822
0000874,262144,15187,226636,20321
0000875,262144,0,241144,21000
0000876,262144,0,250780,11364
0000877,262144,0,261025,1119
0000878,262144,0,259873,2271
0000879,262144,34384,226009,1751
0000880,262144,121611,118430,22103
0000881,262144,101486,158633,2025
0000882,262144,98918,161803,1423
0000883,262144,79197,182947,0
0000884,262144,46037,214617,1490
0000885,262144,2426,258261,1457
0000886,262144,0,259850,2294
0000887,262144,0,259865,2279
0000888,262144,96194,165214,736
0000889,262144,122308,139583,253
0000890,262144,138168,122410,1566
0000891,262144,2563,256766,2815
0000892,262144,537,254795,6812
0000893,262144,434,259935,1775
0000894,262144,0,261851,293
0000895,262144,0,258216,3928
0000896,262144,174080,49702,38362
0000897,262144,141265,120879,0
0000898,262144,105186,156958,0
0000899,262144,0,259616,2528
0000900,262144,0,261706,438
0000901,262144,0,261766,378
0000902,262144,0,262144,0
0000903,262144,0,262096,48
0000904,262144,0,262144,0
0000905,262144,175889,86255,0
0000906,262144,92762,169382,0
0000907,262144,132171,129750,223
0000908,262144,0,260932,1212
0000909,262144,0,259169,2975
0000910,262144,0,257455,4689
0000911,262144,0,262144,0
0000912,262144,0,258286,3858
0000913,262144,0,259592,2552
0000914,262144,174080,88064,0
0000915,262144,5697,256447,0
0000916,262144,31965,227185,2994
0000917,262144,0,262144,0
0000918,262144,0,262018,126
0000919,262144,0,258329,3815
0000920,262144,0,260460,1684
0000921,262144,0,259054,3090
0000922,262144,0,260810,1334
0000923,262144,174080,88064,0
0000924,262144,0,262144,0
0000925,262144,0,239070,23074
