rank,sample_id,total_pixels,class_0,class_1,class_2
114,0024448,262144,235780,26364,0
115,0001239,262144,0,262144,0
116,0001242,262144,0,262144,0
117,0001263,262144,0,262144,0
118,0000646,262144,0,0,262144
119,0024557,262144,235780,26364,0
120,0001269,262144,0,262144,0
121,0001272,262144,0,262144,0
122,0001278,262144,0,262144,0
123,0033077,262144,235772,26372,0
124,0001279,262144,0,262144,0
125,0001280,262144,0,262144,0
126,0000673,262144,0,0,262144
127,0001287,262144,0,262144,0
128,0052886,262144,235766,24080,2298
129,0001288,262144,0,262144,0
130,0001289,262144,0,262144,0
131,0001292,262144,0,262144,0
132,0061491,262144,235748,26396,0
133,0001295,262144,0,262144,0
134,0000674,262144,0,0,262144
135,0001301,262144,0,262144,0
136,0001306,262144,0,262144,0
137,0035490,262144,235731,25955,458
138,0001310,262144,0,262144,0
139,0001318,262144,0,262144,0
140,0001319,262144,0,262144,0
141,0012619,262144,235705,26122,317
142,0000699,262144,0,0,262144
143,0001329,262144,0,262144,0
144,0001348,262144,0,262144,0
145,0001354,262144,0,262144,0
146,0032796,262144,235695,26345,104
147,0001355,262144,0,262144,0
148,0001367,262144,0,262144,0
149,0001368,262144,0,262144,0
150,0000700,262144,0,0,262144
151,0052283,262144,235693,25590,861
152,0001380,262144,0,262144,0
153,0001388,262144,0,262144,0
154,0001392,262144,0,262144,0
155,0027575,262144,235683,0,26461
156,0001393,262144,0,262144,0
157,0001394,262144,0,262144,0
158,0001399,262144,0,262144,0
159,0000701,262144,0,0,262144
160,0007078,262144,235673,26471,0
161,0001400,262144,0,262144,0
162,0001408,262144,0,262144,0
163,0001411,262144,0,262144,0
164,0007180,262144,235673,26471,0
165,0001412,262144,0,262144,0
166,0001418,262144,0,262144,0
167,0000702,262144,0,0,262144
168,0001420,262144,0,262144,0
169,0061578,262144,235673,6368,20103
170,0001437,262144,0,262144,0
171,0001438,262144,0,262144,0
172,0001439,262144,0,262144,0
173,0034864,262144,235650,26494,0
174,0001440,262144,0,262144,0
175,0001548,262144,0,262144,0
176,0000740,262144,0,0,262144
177,0001551,262144,0,262144,0
178,0002485,262144,235629,22391,4124
179,0001556,262144,0,262144,0
180,0001559,262144,0,262144,0
181,0001560,262144,0,262144,0
182,0050196,262144,235620,25274,1250
183,0001570,262144,0,262144,0
184,0000752,262144,0,0,262144
185,0001578,262144,0,262144,0
186,0001586,262144,0,262144,0
187,0033170,262144,235612,22928,3604
188,0001594,262144,0,262144,0
189,0001807,262144,0,262144,0
190,0001809,262144,0,262144,0
191,0031275,262144,235586,26558,0
192,0000821,262144,0,0,262144
193,0001813,262144,0,262144,0
194,0001814,262144,0,262144,0
195,0001817,262144,0,262144,0
196,0044751,262144,235579,26353,212
197,0001818,262144,0,262144,0
198,0001819,262144,0,262144,0
199,0040176,262144,235575,26569,0
200,0001820,262144,0,262144,0
201,0000993,262144,0,0,262144
202,0001826,262144,0,262144,0
203,0001828,262144,0,262144,0
204,0040594,262144,235575,26569,0
205,0001831,262144,0,262144,0
206,0001839,262144,0,262144,0
207,0001840,262144,0,262144,0
208,0000994,262144,0,0,262144
209,0041233,262144,235534,8986,17624
210,0001841,262144,0,262144,0
211,0001846,262144,0,262144,0
212,0001847,262144,0,262144,0
213,0033568,262144,235528,26616,0
214,0001848,262144,0,262144,0
215,0001851,262144,0,262144,0
216,0001856,262144,0,262144,0
217,0002407,262144,0,0,262144
218,0040964,262144,235519,26489,136
219,0001857,262144,0,262144,0
220,0001858,262144,0,262144,0
221,0001866,262144,0,262144,0
222,0023632,262144,235512,0,26632
223,0001883,262144,0,262144,0
224,0001884,262144,0,262144,0
225,0001896,262144,0,262144,0
226,0002531,262144,0,0,262144
227,0023765,262144,235512,0,26632
228,0001904,262144,0,262144,0
229,0001908,262144,0,262144,0
230,0001909,262144,0,262144,0
231,0023898,262144,235512,0,26632
232,0001910,262144,0,262144,0
233,0001916,262144,0,262144,0
234,0001922,262144,0,262144,0
235,0002541,262144,0,0,262144
236,0023600,262144,235493,25357,1294
237,0001923,262144,0,262144,0
238,0001930,262144,0,262144,0
239,0001932,262144,0,262144,0
240,0023733,262144,235493,24100,2551
241,0001933,262144,0,262144,0
242,0001934,262144,0,262144,0
243,0001936,262144,0,262144,0
244,0002550,262144,0,0,262144
245,0023866,262144,235493,26651,0
246,0001938,262144,0,262144,0
247,0001941,262144,0,262144,0
248,0001942,262144,0,262144,0
249,0043539,262144,235492,26652,0
250,0001944,262144,0,262144,0
251,0001946,262144,0,262144,0
252,0002561,262144,0,0,262144
253,0001963,262144,0,262144,0
254,0043937,262144,235492,26652,0
255,0001964,262144,0,262144,0
256,0002042,262144,0,262144,0
257,0002079,262144,0,262144,0
258,0013981,262144,235457,19225,7462
259,0002088,262144,0,262144,0
260,0004490,262144,0,0,262144
261,0002089,262144,0,262144,0
262,0002098,262144,0,262144,0
263,0002519,262144,235456,26688,0
264,0002102,262144,0,262144,0
265,0002103,262144,0,262144,0
266,0002112,262144,0,262144,0
267,0024000,262144,235448,26696,0
268,0004506,262144,0,0,262144
269,0002117,262144,0,262144,0
270,0002120,262144,0,262144,0
271,0002126,262144,0,262144,0
272,0041866,262144,235446,7914,18784
273,0002146,262144,0,262144,0
274,0002148,262144,0,262144,0
275,0002149,262144,0,262144,0
276,0000751,262144,235440,25420,1284
277,0004522,262144,0,0,262144
278,0002150,262144,0,262144,0
279,0002194,262144,0,262144,0
280,0002231,262144,0,262144,0
281,0005240,262144,235439,26705,0
282,0002240,262144,0,262144,0
283,0002241,262144,0,262144,0
284,0002250,262144,0,262144,0
285,0004538,262144,0,0,262144
286,0054103,262144,235408,158,26578
287,0002254,262144,0,262144,0
288,0002255,262144,0,262144,0
289,0002264,262144,0,262144,0
290,0054164,262144,235408,0,26736
291,0002269,262144,0,262144,0
292,0002272,262144,0,262144,0
293,0002278,262144,0,262144,0
294,0023621,262144,235405,13426,13313
295,0004554,262144,0,0,262144
296,0002298,262144,0,262144,0
297,0002300,262144,0,262144,0
298,0002301,262144,0,262144,0
299,0023754,262144,235405,13426,13313
300,0002302,262144,0,262144,0
301,0002338,262144,0,262144,0
302,0002438,262144,0,262144,0
303,0023887,262144,235405,13426,13313
304,0004650,262144,0,0,262144
305,0002451,262144,0,262144,0
306,0002456,262144,0,262144,0
307,0002460,262144,0,262144,0
308,0054566,262144,235386,26758,0
309,0002466,262144,0,262144,0
310,0002467,262144,0,262144,0
311,0002468,262144,0,262144,0
312,0004887,262144,0,0,262144
313,0001994,262144,235365,26779,0
314,0002469,262144,0,262144,0
315,0002473,262144,0,262144,0
316,0002474,262144,0,262144,0
317,0013063,262144,235357,26787,0
318,0002632,262144,0,262144,0
319,0002633,262144,0,262144,0
320,0004900,262144,0,0,262144
321,0002635,262144,0,262144,0
322,0024721,262144,235353,25336,1455
323,0002636,262144,0,262144,0
324,0002637,262144,0,262144,0
325,0002638,262144,0,262144,0
326,0024757,262144,235353,25336,1455
327,0002642,262144,0,262144,0
328,0004951,262144,0,0,262144
329,0002643,262144,0,262144,0
330,0044608,262144,235353,26743,48
331,0002644,262144,0,262144,0
332,0002645,262144,0,262144,0
333,0002646,262144,0,262144,0
334,0044164,262144,235337,5682,21125
335,0002672,262144,0,262144,0
336,0002682,262144,0,262144,0
337,0004962,262144,0,0,262144
338,0002683,262144,0,262144,0
339,0007076,262144,235333,26811,0
340,0002684,262144,0,262144,0
341,0002694,262144,0,262144,0
342,0002695,262144,0,262144,0
343,0007178,262144,235333,26811,0
344,0002720,262144,0,262144,0
345,0004964,262144,0,0,262144
346,0002721,262144,0,262144,0
347,0002723,262144,0,262144,0
348,0033698,262144,235312,26832,0
349,0002725,262144,0,262144,0
350,0002726,262144,0,262144,0
351,0002732,262144,0,262144,0
352,0044507,262144,235308,26836,0
353,0004975,262144,0,0,262144
354,0002733,262144,0,262144,0
355,0002749,262144,0,262144,0
356,0002769,262144,0,262144,0
357,0044716,262144,235304,0,26840
358,0002770,262144,0,262144,0
359,0002771,262144,0,262144,0
360,0002776,262144,0,262144,0
361,0057210,262144,235299,26845,0
362,0004977,262144,0,0,262144
363,0002777,262144,0,262144,0
364,0002778,262144,0,262144,0
365,0002779,262144,0,262144,0
366,0024336,262144,235273,26871,0
367,0002780,262144,0,262144,0
368,0002784,262144,0,262144,0
369,0002823,262144,0,262144,0
370,0005011,262144,0,0,262144
371,0038701,262144,235268,26622,254
372,0002824,262144,0,262144,0
373,0002829,262144,0,262144,0
374,0002855,262144,0,262144,0
375,0015180,262144,235230,26914,0
376,0002862,262144,0,262144,0
377,0002863,262144,0,262144,0
378,0005022,262144,0,0,262144
379,0002865,262144,0,262144,0
380,0028537,262144,235218,0,26926
381,0002866,262144,0,262144,0
382,0002867,262144,0,262144,0
383,0002868,262144,0,262144,0
384,0037651,262144,235216,5346,21582
385,0002869,262144,0,262144,0
386,0002870,262144,0,262144,0
387,0005033,262144,0,0,262144
388,0002871,262144,0,262144,0
389,0042074,262144,235213,4912,22019
390,0002873,262144,0,262144,0
391,0002879,262144,0,262144,0
392,0002880,262144,0,262144,0
393,0024406,262144,235209,1608,25327
394,0002894,262144,0,262144,0
395,0002896,262144,0,262144,0
396,0002897,262144,0,262144,0
397,0005054,262144,0,0,262144
398,0024515,262144,235209,6387,20548
399,0002898,262144,0,262144,0
400,0002899,262144,0,262144,0
401,0002900,262144,0,262144,0
402,0024012,262144,235205,6917,20022
403,0002901,262144,0,262144,0
404,0002904,262144,0,262144,0
405,0002907,262144,0,262144,0
406,0050432,262144,235201,24328,2615
407,0005065,262144,0,0,262144
408,0002909,262144,0,262144,0
409,0002910,262144,0,262144,0
410,0002911,262144,0,262144,0
411,0050705,262144,235201,24434,2509
412,0002914,262144,0,262144,0
413,0002915,262144,0,262144,0
414,0005074,262144,0,0,262144
415,0002916,262144,0,262144,0
416,0014002,262144,235179,26965,0
417,0002917,262144,0,262144,0
418,0002920,262144,0,262144,0
419,0002921,262144,0,262144,0
420,0010732,262144,235157,26784,203
421,0002923,262144,0,262144,0
422,0002924,262144,0,262144,0
423,0005075,262144,0,0,262144
424,0002925,262144,0,262144,0
425,0061211,262144,235133,27011,0
426,0002926,262144,0,262144,0
427,0002932,262144,0,262144,0
428,0002933,262144,0,262144,0
429,0055276,262144,235114,21547,5483
430,0002934,262144,0,262144,0
431,0005095,262144,0,0,262144
432,0002935,262144,0,262144,0
433,0002940,262144,0,262144,0
434,0055328,262144,235114,21547,5483
435,0002947,262144,0,262144,0
436,0002948,262144,0,262144,0
437,0002956,262144,0,262144,0
438,0055380,262144,235114,23057,3973
439,0002957,262144,0,262144,0
440,0005260,262144,0,0,262144
441,0002958,262144,0,262144,0
442,0012598,262144,235090,25879,1175
443,0002959,262144,0,262144,0
444,0002960,262144,0,262144,0
445,0002961,262144,0,262144,0
446,0031015,262144,235084,27060,0
447,0002962,262144,0,262144,0
448,0005270,262144,0,0,262144
449,0002963,262144,0,262144,0
450,0002964,262144,0,262144,0
451,0053877,262144,235056,27088,0
452,0002966,262144,0,262144,0
453,0002971,262144,0,262144,0
454,0002982,262144,0,262144,0
455,0005273,262144,0,0,262144
456,0040006,262144,235037,27107,0
457,0002985,262144,0,262144,0
458,0002999,262144,0,262144,0
459,0003002,262144,0,262144,0
460,0011461,262144,235027,15238,11879
461,0003003,262144,0,262144,0
462,0003004,262144,0,262144,0
463,0003005,262144,0,262144,0
464,0005283,262144,0,0,262144
465,0015860,262144,235023,23319,3802
466,0003006,262144,0,262144,0
467,0003007,262144,0,262144,0
468,0003009,262144,0,262144,0
469,0034155,262144,235020,27124,0
470,0003031,262144,0,262144,0
471,0003036,262144,0,262144,0
472,0005286,262144,0,0,262144
473,0003037,262144,0,262144,0
474,0000034,262144,235019,7111,20014
475,0003038,262144,0,262144,0
476,0003041,262144,0,262144,0
477,0003044,262144,0,262144,0
478,0000763,262144,235008,27136,0
479,0003045,262144,0,262144,0
480,0003047,262144,0,262144,0
481,0005296,262144,0,0,262144
482,0003048,262144,0,262144,0
483,0000775,262144,235008,26615,521
484,0003049,262144,0,262144,0
485,0003050,262144,0,262144,0
486,0003054,262144,0,262144,0
487,0000787,262144,235008,27136,0
488,0003055,262144,0,262144,0
489,0005299,262144,0,0,262144
490,0003064,262144,0,262144,0
491,0003066,262144,0,262144,0
492,0000799,262144,235008,27136,0
493,0003070,262144,0,262144,0
494,0003071,262144,0,262144,0
495,0003074,262144,0,262144,0
496,0000811,262144,235008,27136,0
497,0005300,262144,0,0,262144
498,0003075,262144,0,262144,0
499,0003084,262144,0,262144,0
500,0003086,262144,0,262144,0
501,0000832,262144,235008,26581,555
502,0003088,262144,0,262144,0
503,0003089,262144,0,262144,0
504,0003090,262144,0,262144,0
505,0012822,262144,234977,26910,257
506,0005309,262144,0,0,262144
507,0003092,262144,0,262144,0
508,0003093,262144,0,262144,0
509,0003094,262144,0,262144,0
510,0026399,262144,234972,27172,0
511,0003095,262144,0,262144,0
512,0003096,262144,0,262144,0
513,0008983,262144,0,0,262144
514,0005388,262144,234964,24568,2612
515,0003097,262144,0,262144,0
516,0003107,262144,0,262144,0
517,0003108,262144,0,262144,0
518,0005512,262144,234964,24838,2342
519,0003109,262144,0,262144,0
520,0003111,262144,0,262144,0
521,0008985,262144,0,0,262144
522,0003113,262144,0,262144,0
523,0037273,262144,234964,15827,11353
524,0003115,262144,0,262144,0
525,0003116,262144,0,262144,0
526,0003119,262144,0,262144,0
527,0040932,262144,234955,26969,220
528,0003129,262144,0,262144,0
529,0003130,262144,0,262144,0
530,0008986,262144,0,0,262144
531,0003136,262144,0,262144,0
532,0002008,262144,234940,26815,389
533,0003139,262144,0,262144,0
534,0003140,262144,0,262144,0
535,0003141,262144,0,262144,0
536,0038992,262144,234921,27223,0
537,0003142,262144,0,262144,0
538,0008987,262144,0,0,262144
539,0003143,262144,0,262144,0
540,0003154,262144,0,262144,0
541,0034383,262144,234905,25644,1595
542,0003155,262144,0,262144,0
543,0003159,262144,0,262144,0
544,0003161,262144,0,262144,0
545,0007077,262144,234893,27251,0
546,0009005,262144,0,0,262144
547,0003162,262144,0,262144,0
548,0003164,262144,0,262144,0
549,0003165,262144,0,262144,0
550,0007179,262144,234893,27251,0
551,0003174,262144,0,262144,0
552,0003175,262144,0,262144,0
553,0003176,262144,0,262144,0
554,0009007,262144,0,0,262144
555,0001999,262144,234876,24840,2428
556,0003177,262144,0,262144,0
557,0003178,262144,0,262144,0
558,0003180,262144,0,262144,0
559,0035221,262144,234868,26549,727
560,0003181,262144,0,262144,0
561,0003182,262144,0,262144,0
562,0009009,262144,0,0,262144
563,0003183,262144,0,262144,0
564,0028224,262144,234867,25325,1952
565,0003185,262144,0,262144,0
566,0003186,262144,0,262144,0
567,0003192,262144,0,262144,0
568,0060416,262144,234846,27298,0
569,0003193,262144,0,262144,0
570,0009010,262144,0,0,262144
571,0003194,262144,0,262144,0
572,0003199,262144,0,262144,0
573,0036808,262144,234833,27251,60
574,0003200,262144,0,262144,0
575,0003207,262144,0,262144,0
576,0003208,262144,0,262144,0
577,0027638,262144,234827,26877,440
578,0003210,262144,0,262144,0
579,0009011,262144,0,0,262144
580,0003213,262144,0,262144,0
581,0031945,262144,234826,27318,0
582,0003215,262144,0,262144,0
583,0003219,262144,0,262144,0
584,0003220,262144,0,262144,0
585,0058200,262144,234826,27258,60
586,0003221,262144,0,262144,0
587,0009027,262144,0,0,262144
588,0003222,262144,0,262144,0
589,0003223,262144,0,262144,0
590,0026059,262144,234818,26826,500
591,0003224,262144,0,262144,0
592,0003227,262144,0,262144,0
593,0003228,262144,0,262144,0
594,0048297,262144,234803,27127,214
595,0009028,262144,0,0,262144
596,0003229,262144,0,262144,0
597,0003232,262144,0,262144,0
598,0003237,262144,0,262144,0
599,0060983,262144,234799,27224,121
600,0003238,262144,0,262144,0
601,0003246,262144,0,262144,0
602,0003249,262144,0,262144,0
603,0009029,262144,0,0,262144
604,0033054,262144,234776,23893,3475
605,0003250,262144,0,262144,0
606,0003253,262144,0,262144,0
607,0003254,262144,0,262144,0
608,0052036,262144,234764,26896,484
609,0003256,262144,0,262144,0
610,0003258,262144,0,262144,0
611,0009031,262144,0,0,262144
612,0003260,262144,0,262144,0
613,0019848,262144,234757,27387,0
614,0003266,262144,0,262144,0
615,0003267,262144,0,262144,0
616,0003268,262144,0,262144,0
617,0060121,262144,234752,27392,0
618,0003269,262144,0,262144,0
619,0009033,262144,0,0,262144
620,0003276,262144,0,262144,0
621,0003291,262144,0,262144,0
622,0039235,262144,234743,27401,0
623,0003292,262144,0,262144,0
624,0003294,262144,0,262144,0
625,0003297,262144,0,262144,0
626,0034589,262144,234738,21104,6302
627,0009034,262144,0,0,262144
628,0003298,262144,0,262144,0
629,0003299,262144,0,262144,0
630,0003301,262144,0,262144,0
631,0026325,262144,234737,18684,8723
632,0003304,262144,0,262144,0
633,0003308,262144,0,262144,0
634,0003309,262144,0,262144,0
635,0035830,262144,234732,23385,4027
636,0009035,262144,0,0,262144
637,0003310,262144,0,262144,0
638,0003311,262144,0,262144,0
639,0003312,262144,0,262144,0
640,0024421,262144,234721,27423,0
641,0003313,262144,0,262144,0
642,0003314,262144,0,262144,0
643,0009051,262144,0,0,262144
644,0024530,262144,234721,27423,0
645,0003315,262144,0,262144,0
646,0003317,262144,0,262144,0
647,0003320,262144,0,262144,0
648,0010650,262144,234703,25104,2337
649,0003321,262144,0,262144,0
650,0003334,262144,0,262144,0
651,0003338,262144,0,262144,0
652,0009052,262144,0,0,262144
653,0001990,262144,234685,27168,291
654,0003340,262144,0,262144,0
655,0003342,262144,0,262144,0
656,0003343,262144,0,262144,0
657,0015498,262144,234682,27462,0
658,0003344,262144,0,262144,0
659,0003345,262144,0,262144,0
660,0009053,262144,0,0,262144
661,0003353,262144,0,262144,0
662,0015585,262144,234682,27462,0
663,0003354,262144,0,262144,0
664,0003355,262144,0,262144,0
665,0003356,262144,0,262144,0
666,0044317,262144,234681,27455,8
667,0003357,262144,0,262144,0
668,0009055,262144,0,0,262144
669,0003358,262144,0,262144,0
670,0003360,262144,0,262144,0
671,0012684,262144,234675,27327,142
672,0003361,262144,0,262144,0
673,0003365,262144,0,262144,0
674,0003366,262144,0,262144,0
675,0003303,262144,234648,27496,0
676,0009057,262144,0,0,262144
677,0003367,262144,0,262144,0
678,0003368,262144,0,262144,0
679,0003374,262144,0,262144,0
680,0012613,262144,234645,26033,1466
681,0003377,262144,0,262144,0
682,0003379,262144,0,262144,0
683,0003380,262144,0,262144,0
684,0020233,262144,234635,27509,0
685,0009058,262144,0,0,262144
686,0003384,262144,0,262144,0
687,0003389,262144,0,262144,0
688,0003400,262144,0,262144,0
689,0041612,262144,234585,3366,24193
690,0003401,262144,0,262144,0
691,0003404,262144,0,262144,0
692,0003405,262144,0,262144,0
693,0009059,262144,0,0,262144
694,0050301,262144,234581,0,27563
695,0003410,262144,0,262144,0
696,0003411,262144,0,262144,0
697,0003414,262144,0,262144,0
698,0050574,262144,234581,0,27563
699,0003415,262144,0,262144,0
700,0003419,262144,0,262144,0
701,0003422,262144,0,262144,0
702,0041994,262144,234579,19323,8242
703,0009077,262144,0,0,262144
704,0003432,262144,0,262144,0
705,0003433,262144,0,262144,0
706,0003434,262144,0,262144,0
707,0028508,262144,234566,27578,0
708,0003441,262144,0,262144,0
709,0003445,262144,0,262144,0
710,0003446,262144,0,262144,0
711,0034135,262144,234562,27143,439
712,0009079,262144,0,0,262144
713,0003447,262144,0,262144,0
714,0003448,262144,0,262144,0
715,0003449,262144,0,262144,0
716,0053269,262144,234523,27621,0
717,0003455,262144,0,262144,0
718,0003456,262144,0,262144,0
719,0009081,262144,0,0,262144
720,0040268,262144,234513,27271,360
721,0003457,262144,0,262144,0
722,0003458,262144,0,262144,0
723,0003459,262144,0,262144,0
724,0040686,262144,234513,27271,360
725,0003464,262144,0,262144,0
726,0003482,262144,0,262144,0
727,0009082,262144,0,0,262144
728,0003483,262144,0,262144,0
729,0045544,262144,234503,27641,0
730,0003485,262144,0,262144,0
731,0003486,262144,0,262144,0
732,0003491,262144,0,262144,0
733,0028509,262144,234496,27648,0
734,0003492,262144,0,262144,0
735,0009083,262144,0,0,262144
736,0003493,262144,0,262144,0
737,0003498,262144,0,262144,0
738,0028510,262144,234496,27508,140
739,0003501,262144,0,262144,0
740,0003502,262144,0,262144,0
741,0003503,262144,0,262144,0
742,0028511,262144,234496,24985,2663
743,0003504,262144,0,262144,0
744,0009101,262144,0,0,262144
745,0003520,262144,0,262144,0
746,0003523,262144,0,262144,0
747,0028512,262144,234496,0,27648
748,0003524,262144,0,262144,0
749,0003527,262144,0,262144,0
750,0003528,262144,0,262144,0
751,0027528,262144,234493,24255,3396
752,0003531,262144,0,262144,0
753,0009105,262144,0,0,262144
754,0003538,262144,0,262144,0
755,0003541,262144,0,262144,0
756,0050259,262144,234469,0,27675
757,0003544,262144,0,262144,0
758,0003546,262144,0,262144,0
759,0003547,262144,0,262144,0
760,0050532,262144,234469,0,27675
761,0003548,262144,0,262144,0
762,0009106,262144,0,0,262144
763,0003549,262144,0,262144,0
764,0003561,262144,0,262144,0
765,0032689,262144,234468,27676,0
766,0003564,262144,0,262144,0
767,0003567,262144,0,262144,0
768,0003568,262144,0,262144,0
769,0034374,262144,234463,27398,283
770,0003570,262144,0,262144,0
771,0009107,262144,0,0,262144
772,0003571,262144,0,262144,0
773,0003572,262144,0,262144,0
774,0045840,262144,234461,27683,0
775,0003573,262144,0,262144,0
776,0003574,262144,0,262144,0
777,0003576,262144,0,262144,0
778,0005367,262144,234457,27643,44
779,0009130,262144,0,0,262144
780,0003589,262144,0,262144,0
781,0003592,262144,0,262144,0
782,0003593,262144,0,262144,0
783,0005491,262144,234457,27651,36
784,0003594,262144,0,262144,0
785,0003608,262144,0,262144,0
786,0009131,262144,0,0,262144
787,0003609,262144,0,262144,0
788,0033564,262144,234456,26876,812
789,0003610,262144,0,262144,0
790,0003612,262144,0,262144,0
791,0003613,262144,0,262144,0
792,0007332,262144,234446,27698,0
793,0003615,262144,0,262144,0
794,0003616,262144,0,262144,0
795,0009154,262144,0,0,262144
796,0061074,262144,234444,27700,0
797,0003617,262144,0,262144,0
798,0003618,262144,0,262144,0
799,0003619,262144,0,262144,0
800,0050923,262144,234443,27701,0
801,0003622,262144,0,262144,0
802,0003624,262144,0,262144,0
803,0009177,262144,0,0,262144
804,0003625,262144,0,262144,0
805,0023631,262144,234430,1686,26028
806,0003626,262144,0,262144,0
807,0003630,262144,0,262144,0
808,0003633,262144,0,262144,0
809,0023764,262144,234430,1452,26262
810,0003635,262144,0,262144,0
811,0003636,262144,0,262144,0
812,0009178,262144,0,0,262144
813,0003637,262144,0,262144,0
814,0023897,262144,234430,1724,25990
815,0003638,262144,0,262144,0
816,0003639,262144,0,262144,0
817,0003640,262144,0,262144,0
818,0036806,262144,234427,27717,0
819,0003641,262144,0,262144,0
820,0003655,262144,0,262144,0
821,0009199,262144,0,0,262144
822,0003660,262144,0,262144,0
823,0033535,262144,234408,27736,0
824,0003661,262144,0,262144,0
825,0003663,262144,0,262144,0
826,0003664,262144,0,262144,0
827,0060932,262144,234385,27759,0
828,0003665,262144,0,262144,0
829,0009201,262144,0,0,262144
830,0003667,262144,0,262144,0
831,0003669,262144,0,262144,0
832,0035336,262144,234371,27395,378
833,0003670,262144,0,262144,0
834,0003690,262144,0,262144,0
835,0003698,262144,0,262144,0
836,0052883,262144,234369,12183,15592
837,0003702,262144,0,262144,0
838,0009202,262144,0,0,262144
839,0003706,262144,0,262144,0
840,0003708,262144,0,262144,0
841,0054666,262144,234364,10903,16877
842,0003709,262144,0,262144,0
843,0003710,262144,0,262144,0
844,0003725,262144,0,262144,0
845,0022039,262144,234358,27341,445
846,0003733,262144,0,262144,0
847,0009203,262144,0,0,262144
848,0003734,262144,0,262144,0
849,0003735,262144,0,262144,0
850,0022599,262144,234358,27341,445
851,0003736,262144,0,262144,0
852,0003745,262144,0,262144,0
853,0003749,262144,0,262144,0
854,0032128,262144,234351,27793,0
855,0009223,262144,0,0,262144
856,0003769,262144,0,262144,0
