rank,sample_id,total_pixels,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10
75,0038014,65536,0,0,5,65531,0,0,0,0,0,0,0
76,0045386,65536,0,0,65536,0,0,0,0,0,0,0,0
77,0110926,65536,4,65532,0,0,0,0,0,0,0,0,0
78,0045413,65536,65536,0,0,0,0,0,0,0,0,0,0
79,0106129,65536,0,0,0,65528,8,0,0,0,0,0,0
80,0045459,65536,0,0,65536,0,0,0,0,0,0,0,0
81,0045414,65536,65536,0,0,0,0,0,0,0,0,0,0
82,0000015,65536,0,0,0,0,0,0,0,65536,0,0,0
83,0045475,65536,0,0,65536,0,0,0,0,0,0,0,0
84,0045429,65536,65536,0,0,0,0,0,0,0,0,0,0
85,0081034,65536,6,65530,0,0,0,0,0,0,0,0,0
86,0094854,65536,0,8,4,65524,0,0,0,0,0,0,0
87,0159139,65536,26,0,9,0,65440,61,0,0,0,0,0
88,0045430,65536,65536,0,0,0,0,0,0,0,0,0,0
89,0045476,65536,0,0,65536,0,0,0,0,0,0,0,0
90,0106127,65536,0,0,0,65524,12,0,0,0,0,0,0
91,0000016,65536,0,0,0,0,0,0,0,65536,0,0,0
92,0045431,65536,65536,0,0,0,0,0,0,0,0,0,0
93,0045493,65536,0,0,65536,0,0,0,0,0,0,0,0
94,0079041,65536,12,65524,0,0,0,0,0,0,0,0,0
95,0141687,65536,0,0,0,0,0,0,0,0,65536,0,0
96,0113794,65536,0,0,0,0,0,65536,0,0,0,0,0
97,0045432,65536,65536,0,0,0,0,0,0,0,0,0,0
98,0038053,65536,0,0,24,65512,0,0,0,0,0,0,0
99,0045495,65536,0,0,65536,0,0,0,0,0,0,0,0
100,0045449,65536,65536,0,0,0,0,0,0,0,0,0,0
101,0000017,65536,0,0,0,0,0,0,0,65536,0,0,0
102,0106169,65536,24,0,0,65512,0,0,0,0,0,0,0
103,0045512,65536,0,0,65536,0,0,0,0,0,0,0,0
104,0045450,65536,65536,0,0,0,0,0,0,0,0,0,0
105,0078930,65536,16,65520,0,0,0,0,0,0,0,0,0
106,0045467,65536,65536,0,0,0,0,0,0,0,0,0,0
107,0045514,65536,0,0,65536,0,0,0,0,0,0,0,0
108,0106095,65536,26,0,0,65510,0,0,0,0,0,0,0
109,0053983,65536,0,0,32,0,65424,80,0,0,0,0,0
110,0045525,65536,65536,0,0,0,0,0,0,0,0,0,0
111,0000018,65536,0,0,0,0,0,0,0,65536,0,0,0
112,0045534,65536,0,0,65536,0,0,0,0,0,0,0,0
113,0079042,65536,18,65518,0,0,0,0,0,0,0,0,0
114,0038675,65536,0,0,28,65508,0,0,0,0,0,0,0
115,0049016,65536,65536,0,0,0,0,0,0,0,0,0,0
116,0045994,65536,0,0,65536,0,0,0,0,0,0,0,0
117,0054473,65536,65536,0,0,0,0,0,0,0,0,0,0
118,0125315,65536,27,0,0,65503,6,0,0,0,0,0,0
119,0055714,65536,65536,0,0,0,0,0,0,0,0,0,0
120,0045995,65536,0,0,65536,0,0,0,0,0,0,0,0
121,0000019,65536,0,0,0,0,0,0,0,65536,0,0,0
122,0078850,65536,22,65514,0,0,0,0,0,0,0,0,0
123,0038054,65536,0,0,38,65498,0,0,0,0,0,0,0
124,0056848,65536,65536,0,0,0,0,0,0,0,0,0,0
125,0046265,65536,0,0,65536,0,0,0,0,0,0,0,0
126,0056849,65536,65536,0,0,0,0,0,0,0,0,0,0
127,0053944,65536,106,0,8,4,65418,0,0,0,0,0,0
128,0038656,65536,0,0,8,65498,30,0,0,0,0,0,0
129,0046266,65536,0,0,65536,0,0,0,0,0,0,0,0
130,0081039,65536,8,65513,15,0,0,0,0,0,0,0,0
131,0000028,65536,0,0,0,0,0,0,0,65536,0,0,0
132,0056867,65536,65536,0,0,0,0,0,0,0,0,0,0
133,0046268,65536,0,0,65536,0,0,0,0,0,0,0,0
134,0106167,65536,18,0,0,65498,20,0,0,0,0,0,0
135,0056868,65536,65536,0,0,0,0,0,0,0,0,0,0
136,0056869,65536,65536,0,0,0,0,0,0,0,0,0,0
137,0046272,65536,0,0,65536,0,0,0,0,0,0,0,0
138,0078834,65536,24,65512,0,0,0,0,0,0,0,0,0
139,0038613,65536,0,0,28,65494,14,0,0,0,0,0,0
140,0000029,65536,0,0,0,0,0,0,0,65536,0,0,0
141,0056870,65536,65536,0,0,0,0,0,0,0,0,0,0
142,0046285,65536,0,0,65536,0,0,0,0,0,0,0,0
143,0056906,65536,65536,0,0,0,0,0,0,0,0,0,0
144,0094850,65536,0,0,46,65490,0,0,0,0,0,0,0
145,0046294,65536,0,0,65536,0,0,0,0,0,0,0,0
146,0056943,65536,65536,0,0,0,0,0,0,0,0,0,0
147,0079061,65536,26,65510,0,0,0,0,0,0,0,0,0
148,0035597,65536,16,0,50,78,65392,0,0,0,0,0,0
149,0000030,65536,0,0,0,0,0,0,0,65536,0,0,0
150,0106074,65536,0,0,46,65490,0,0,0,0,0,0,0
151,0046303,65536,0,0,65536,0,0,0,0,0,0,0,0
152,0057155,65536,65536,0,0,0,0,0,0,0,0,0,0
153,0058178,65536,65536,0,0,0,0,0,0,0,0,0,0
154,0106188,65536,16,0,0,65490,0,0,0,30,0,0,0
155,0046312,65536,0,0,65536,0,0,0,0,0,0,0,0
156,0081015,65536,32,65504,0,0,0,0,0,0,0,0,0
157,0058179,65536,65536,0,0,0,0,0,0,0,0,0,0
158,0000031,65536,0,0,0,0,0,0,0,65536,0,0,0
159,0113799,65536,0,0,0,0,0,65536,0,0,0,0,0
160,0046315,65536,0,0,65536,0,0,0,0,0,0,0,0
161,0125236,65536,44,0,0,65489,0,3,0,0,0,0,0
162,0058180,65536,65536,0,0,0,0,0,0,0,0,0,0
163,0046322,65536,0,0,65536,0,0,0,0,0,0,0,0
164,0058181,65536,65536,0,0,0,0,0,0,0,0,0,0
165,0081204,65536,6,65502,28,0,0,0,0,0,0,0,0
166,0093719,65536,0,20,32,65484,0,0,0,0,0,0,0
167,0058197,65536,65536,0,0,0,0,0,0,0,0,0,0
168,0000032,65536,0,0,0,0,0,0,0,65536,0,0,0
169,0046324,65536,0,0,65536,0,0,0,0,0,0,0,0
170,0116354,65536,152,0,28,0,65356,0,0,0,0,0,0
171,0087373,65536,0,55,0,65481,0,0,0,0,0,0,0
172,0058198,65536,65536,0,0,0,0,0,0,0,0,0,0
173,0046325,65536,0,0,65536,0,0,0,0,0,0,0,0
174,0075992,65536,24,65500,8,4,0,0,0,0,0,0,0
175,0058199,65536,65536,0,0,0,0,0,0,0,0,0,0
176,0090366,65536,0,39,16,65481,0,0,0,0,0,0,0
177,0046330,65536,0,0,65536,0,0,0,0,0,0,0,0
178,0000033,65536,0,0,0,0,0,0,0,65536,0,0,0
179,0058216,65536,65536,0,0,0,0,0,0,0,0,0,0
180,0046342,65536,0,0,65536,0,0,0,0,0,0,0,0
181,0105593,65536,0,0,10,65480,46,0,0,0,0,0,0
182,0058217,65536,65536,0,0,0,0,0,0,0,0,0,0
183,0038874,65536,47,65489,0,0,0,0,0,0,0,0,0
184,0141688,65536,0,0,0,0,0,0,0,0,65536,0,0
185,0058218,65536,65536,0,0,0,0,0,0,0,0,0,0
186,0046345,65536,0,0,65536,0,0,0,0,0,0,0,0
187,0038593,65536,0,0,62,65474,0,0,0,0,0,0,0
188,0000042,65536,0,0,0,0,0,0,0,65536,0,0,0
189,0058235,65536,65536,0,0,0,0,0,0,0,0,0,0
190,0053964,65536,70,0,98,0,65318,50,0,0,0,0,0
191,0046360,65536,0,0,65536,0,0,0,0,0,0,0,0
192,0075989,65536,20,65486,16,0,0,14,0,0,0,0,0
193,0038030,65536,0,0,53,65471,12,0,0,0,0,0,0
194,0058236,65536,65536,0,0,0,0,0,0,0,0,0,0
195,0046379,65536,0,0,65536,0,0,0,0,0,0,0,0
196,0058237,65536,65536,0,0,0,0,0,0,0,0,0,0
197,0000043,65536,0,0,0,0,0,0,0,65536,0,0,0
198,0125244,65536,0,0,4,65468,56,8,0,0,0,0,0
199,0147018,65536,0,0,0,0,0,0,0,0,0,65536,0
200,0046392,65536,0,0,65536,0,0,0,0,0,0,0,0
201,0058255,65536,65536,0,0,0,0,0,0,0,0,0,0
202,0079022,65536,58,65478,0,0,0,0,0,0,0,0,0
203,0058571,65536,65536,0,0,0,0,0,0,0,0,0,0
204,0106149,65536,70,0,0,65466,0,0,0,0,0,0,0
205,0046398,65536,0,0,65536,0,0,0,0,0,0,0,0
206,0058610,65536,65536,0,0,0,0,0,0,0,0,0,0
207,0000044,65536,0,0,0,0,0,0,0,65536,0,0,0
208,0046417,65536,0,0,65536,0,0,0,0,0,0,0,0
209,0106073,65536,48,0,24,65464,0,0,0,0,0,0,0
210,0093915,65536,0,65476,0,0,0,60,0,0,0,0,0
211,0058611,65536,65536,0,0,0,0,0,0,0,0,0,0
212,0159325,65536,131,0,29,0,65306,70,0,0,0,0,0
213,0046431,65536,0,0,65536,0,0,0,0,0,0,0,0
214,0058629,65536,65536,0,0,0,0,0,0,0,0,0,0
215,0106130,65536,12,0,0,65464,0,0,0,60,0,0,0
216,0000045,65536,0,0,0,0,0,0,0,65536,0,0,0
217,0058634,65536,65536,0,0,0,0,0,0,0,0,0,0
218,0046432,65536,0,0,65536,0,0,0,0,0,0,0,0
219,0081046,65536,62,65474,0,0,0,0,0,0,0,0,0
220,0090405,65536,0,61,14,65461,0,0,0,0,0,0,0
221,0058635,65536,65536,0,0,0,0,0,0,0,0,0,0
222,0046451,65536,0,0,65536,0,0,0,0,0,0,0,0
223,0113800,65536,0,0,0,0,0,65536,0,0,0,0,0
224,0058647,65536,65536,0,0,0,0,0,0,0,0,0,0
225,0089640,65536,0,6,0,65453,77,0,0,0,0,0,0
226,0046471,65536,0,0,65536,0,0,0,0,0,0,0,0
227,0000046,65536,0,0,0,0,0,0,0,65536,0,0,0
228,0058649,65536,65536,0,0,0,0,0,0,0,0,0,0
229,0081014,65536,50,65470,16,0,0,0,0,0,0,0,0
230,0081740,65536,87,0,0,65449,0,0,0,0,0,0,0
231,0046472,65536,0,0,65536,0,0,0,0,0,0,0,0
232,0159078,65536,151,0,0,0,65209,176,0,0,0,0,0
233,0058653,65536,65536,0,0,0,0,0,0,0,0,0,0
234,0058654,65536,65536,0,0,0,0,0,0,0,0,0,0
235,0046473,65536,0,0,65536,0,0,0,0,0,0,0,0
236,0093656,65536,0,0,88,65448,0,0,0,0,0,0,0
237,0000056,65536,0,0,0,0,0,0,0,65536,0,0,0
238,0162550,65536,0,65463,0,0,0,73,0,0,0,0,0
239,0058668,65536,65536,0,0,0,0,0,0,0,0,0,0
240,0046474,65536,0,0,65536,0,0,0,0,0,0,0,0
241,0038590,65536,0,0,44,65447,0,45,0,0,0,0,0
242,0058670,65536,65536,0,0,0,0,0,0,0,0,0,0
243,0046475,65536,0,0,65536,0,0,0,0,0,0,0,0
244,0058672,65536,65536,0,0,0,0,0,0,0,0,0,0
245,0000057,65536,0,0,0,0,0,0,0,65536,0,0,0
246,0162568,65536,79,65457,0,0,0,0,0,0,0,0,0
247,0106151,65536,93,0,0,65443,0,0,0,0,0,0,0
248,0046476,65536,0,0,65536,0,0,0,0,0,0,0,0
249,0058686,65536,65536,0,0,0,0,0,0,0,0,0,0
250,0159306,65536,162,16,19,0,65181,158,0,0,0,0,0
251,0090626,65536,0,30,66,65432,8,0,0,0,0,0,0
252,0058687,65536,65536,0,0,0,0,0,0,0,0,0,0
253,0046489,65536,0,0,65536,0,0,0,0,0,0,0,0
254,0078964,65536,82,65454,0,0,0,0,0,0,0,0,0
255,0000058,65536,0,0,0,0,0,0,0,65536,0,0,0
256,0058691,65536,65536,0,0,0,0,0,0,0,0,0,0
257,0105792,65536,0,0,106,65430,0,0,0,0,0,0,0
258,0046490,65536,0,0,65536,0,0,0,0,0,0,0,0
259,0058710,65536,65536,0,0,0,0,0,0,0,0,0,0
260,0046491,65536,0,0,65536,0,0,0,0,0,0,0,0
261,0038612,65536,0,0,101,65429,6,0,0,0,0,0,0
262,0058729,65536,65536,0,0,0,0,0,0,0,0,0,0
263,0081155,65536,82,65454,0,0,0,0,0,0,0,0,0
264,0000059,65536,0,0,0,0,0,0,0,65536,0,0,0
265,0058748,65536,65536,0,0,0,0,0,0,0,0,0,0
266,0046492,65536,0,0,65536,0,0,0,0,0,0,0,0
267,0094831,65536,0,0,112,65424,0,0,0,0,0,0,0
268,0058749,65536,65536,0,0,0,0,0,0,0,0,0,0
269,0046493,65536,0,0,65536,0,0,0,0,0,0,0,0
270,0173621,65536,316,0,4,0,65174,42,0,0,0,0,0
271,0093805,65536,16,65454,48,18,0,0,0,0,0,0,0
272,0058767,65536,65536,0,0,0,0,0,0,0,0,0,0
273,0038672,65536,0,0,112,65416,0,8,0,0,0,0,0
274,0141707,65536,0,0,0,0,0,0,0,0,65536,0,0
275,0000060,65536,0,0,0,0,0,0,0,65536,0,0,0
276,0046509,65536,0,0,65536,0,0,0,0,0,0,0,0
277,0058843,65536,65536,0,0,0,0,0,0,0,0,0,0
278,0087200,65536,0,77,18,65407,34,0,0,0,0,0,0
279,0046512,65536,0,0,65536,0,0,0,0,0,0,0,0
280,0058848,65536,65536,0,0,0,0,0,0,0,0,0,0
281,0079040,65536,68,65434,34,0,0,0,0,0,0,0,0
282,0058862,65536,65536,0,0,0,0,0,0,0,0,0,0
283,0046513,65536,0,0,65536,0,0,0,0,0,0,0,0
284,0038031,65536,0,0,130,65406,0,0,0,0,0,0,0
285,0000070,65536,0,0,0,0,0,0,0,65536,0,0,0
286,0058863,65536,65536,0,0,0,0,0,0,0,0,0,0
287,0113805,65536,0,0,0,0,0,65536,0,0,0,0,0
288,0046531,65536,0,0,65536,0,0,0,0,0,0,0,0
289,0106148,65536,72,0,0,65404,60,0,0,0,0,0,0
290,0058864,65536,65536,0,0,0,0,0,0,0,0,0,0
291,0079063,65536,0,65427,109,0,0,0,0,0,0,0,0
292,0053961,65536,276,0,92,6,65162,0,0,0,0,0,0
293,0046553,65536,0,0,65536,0,0,0,0,0,0,0,0
294,0000071,65536,0,0,0,0,0,0,0,65536,0,0,0
295,0058866,65536,65536,0,0,0,0,0,0,0,0,0,0
296,0106166,65536,61,23,0,65404,48,0,0,0,0,0,0
297,0046566,65536,0,0,65536,0,0,0,0,0,0,0,0
298,0058867,65536,65536,0,0,0,0,0,0,0,0,0,0
299,0171862,65536,107,65425,4,0,0,0,0,0,0,0,0
300,0106072,65536,98,0,0,65402,32,0,0,4,0,0,0
301,0058881,65536,65536,0,0,0,0,0,0,0,0,0,0
302,0046571,65536,0,0,65536,0,0,0,0,0,0,0,0
303,0000072,65536,0,0,0,0,0,0,0,65536,0,0,0
304,0058882,65536,65536,0,0,0,0,0,0,0,0,0,0
305,0038676,65536,0,0,135,65401,0,0,0,0,0,0,0
306,0046590,65536,0,0,65536,0,0,0,0,0,0,0,0
307,0058883,65536,65536,0,0,0,0,0,0,0,0,0,0
308,0076200,65536,18,65424,78,0,0,16,0,0,0,0,0
309,0047233,65536,0,0,65536,0,0,0,0,0,0,0,0
310,0127225,65536,0,0,92,65398,0,0,0,46,0,0,0
311,0058886,65536,65536,0,0,0,0,0,0,0,0,0,0
312,0053963,65536,83,0,241,0,65158,54,0,0,0,0,0
313,0000073,65536,0,0,0,0,0,0,0,65536,0,0,0
314,0062154,65536,65536,0,0,0,0,0,0,0,0,0,0
315,0047250,65536,0,0,65536,0,0,0,0,0,0,0,0
316,0125300,65536,6,4,47,65397,12,70,0,0,0,0,0
317,0078869,65536,118,65418,0,0,0,0,0,0,0,0,0
318,0062156,65536,65536,0,0,0,0,0,0,0,0,0,0
319,0047251,65536,0,0,65536,0,0,0,0,0,0,0,0
320,0080640,65536,0,0,141,65395,0,0,0,0,0,0,0
321,0062157,65536,65536,0,0,0,0,0,0,0,0,0,0
322,0000074,65536,0,0,0,0,0,0,0,65536,0,0,0
323,0047252,65536,0,0,65536,0,0,0,0,0,0,0,0
324,0062158,65536,65536,0,0,0,0,0,0,0,0,0,0
325,0162587,65536,19,65417,46,0,0,54,0,0,0,0,0
326,0038327,65536,0,4,140,65392,0,0,0,0,0,0,0
327,0047269,65536,0,0,65536,0,0,0,0,0,0,0,0
328,0062159,65536,65536,0,0,0,0,0,0,0,0,0,0
329,0106150,65536,146,0,0,65390,0,0,0,0,0,0,0
330,0062160,65536,65536,0,0,0,0,0,0,0,0,0,0
331,0000084,65536,0,0,0,0,0,0,0,65536,0,0,0
332,0047270,65536,0,0,65536,0,0,0,0,0,0,0,0
333,0141275,65536,339,4,10,0,65113,70,0,0,0,0,0
334,0081047,65536,116,65416,4,0,0,0,0,0,0,0,0
335,0062161,65536,65536,0,0,0,0,0,0,0,0,0,0
336,0047288,65536,0,0,65536,0,0,0,0,0,0,0,0
337,0105735,65536,0,0,153,65383,0,0,0,0,0,0,0
338,0062162,65536,65536,0,0,0,0,0,0,0,0,0,0
339,0047289,65536,0,0,65536,0,0,0,0,0,0,0,0
340,0000085,65536,0,0,0,0,0,0,0,65536,0,0,0
341,0062173,65536,65536,0,0,0,0,0,0,0,0,0,0
342,0081681,65536,156,0,0,65380,0,0,0,0,0,0,0
343,0093842,65536,66,65409,61,0,0,0,0,0,0,0,0
344,0047290,65536,0,0,65536,0,0,0,0,0,0,0,0
345,0062174,65536,65536,0,0,0,0,0,0,0,0,0,0
346,0093566,65536,0,153,4,65379,0,0,0,0,0,0,0
347,0062175,65536,65536,0,0,0,0,0,0,0,0,0,0
348,0047307,65536,0,0,65536,0,0,0,0,0,0,0,0
349,0113809,65536,0,0,0,0,0,65536,0,0,0,0,0
350,0000086,65536,0,0,0,0,0,0,0,65536,0,0,0
351,0085271,65536,8,65408,120,0,0,0,0,0,0,0,0
352,0062176,65536,65536,0,0,0,0,0,0,0,0,0,0
353,0038033,65536,0,0,160,65376,0,0,0,0,0,0,0
354,0173868,65536,445,0,0,0,65091,0,0,0,0,0,0
355,0047308,65536,0,0,65536,0,0,0,0,0,0,0,0
356,0062177,65536,65536,0,0,0,0,0,0,0,0,0,0
357,0093678,65536,0,110,50,65376,0,0,0,0,0,0,0
358,0047309,65536,0,0,65536,0,0,0,0,0,0,0,0
359,0062178,65536,65536,0,0,0,0,0,0,0,0,0,0
360,0000087,65536,0,0,0,0,0,0,0,65536,0,0,0
361,0078926,65536,60,65400,32,0,0,44,0,0,0,0,0
362,0141708,65536,0,0,0,0,0,0,0,0,65536,0,0
363,0062179,65536,65536,0,0,0,0,0,0,0,0,0,0
364,0047326,65536,0,0,65536,0,0,0,0,0,0,0,0
365,0087409,65536,0,0,166,65370,0,0,0,0,0,0,0
366,0062181,65536,65536,0,0,0,0,0,0,0,0,0,0
367,0047327,65536,0,0,65536,0,0,0,0,0,0,0,0
368,0038016,65536,0,0,181,65355,0,0,0,0,0,0,0
369,0062193,65536,65536,0,0,0,0,0,0,0,0,0,0
370,0080996,65536,68,65400,68,0,0,0,0,0,0,0,0
371,0000098,65536,0,0,0,0,0,0,0,65536,0,0,0
372,0047344,65536,0,0,65536,0,0,0,0,0,0,0,0
373,0062194,65536,65536,0,0,0,0,0,0,0,0,0,0
374,0159077,65536,447,0,0,0,65089,0,0,0,0,0,0
375,0180993,65536,52,68,32,65352,32,0,0,0,0,0,0
376,0047345,65536,0,0,65536,0,0,0,0,0,0,0,0
377,0062195,65536,65536,0,0,0,0,0,0,0,0,0,0
378,0080283,65536,106,65388,42,0,0,0,0,0,0,0,0
379,0081721,65536,189,0,0,65347,0,0,0,0,0,0,0
380,0000099,65536,0,0,0,0,0,0,0,65536,0,0,0
381,0062196,65536,65536,0,0,0,0,0,0,0,0,0,0
382,0047346,65536,0,0,65536,0,0,0,0,0,0,0,0
383,0062197,65536,65536,0,0,0,0,0,0,0,0,0,0
384,0180467,65536,130,40,20,65346,0,0,0,0,0,0,0
385,0067151,65536,0,0,65536,0,0,0,0,0,0,0,0
386,0062198,65536,65536,0,0,0,0,0,0,0,0,0,0
387,0080995,65536,24,65388,124,0,0,0,0,0,0,0,0
388,0000100,65536,0,0,0,0,0,0,0,65536,0,0,0
389,0067155,65536,0,0,65536,0,0,0,0,0,0,0,0
390,0038259,65536,0,0,193,65343,0,0,0,0,0,0,0
391,0062199,65536,65536,0,0,0,0,0,0,0,0,0,0
392,0147077,65536,0,0,0,0,0,0,0,36,0,65500,0
393,0068659,65536,0,0,65536,0,0,0,0,0,0,0,0
394,0159135,65536,250,0,94,0,65079,113,0,0,0,0,0
395,0062212,65536,65536,0,0,0,0,0,0,0,0,0,0
396,0094833,65536,0,8,186,65342,0,0,0,0,0,0,0
397,0076198,65536,0,65386,150,0,0,0,0,0,0,0,0
398,0062213,65536,65536,0,0,0,0,0,0,0,0,0,0
399,0068660,65536,0,0,65536,0,0,0,0,0,0,0,0
400,0000101,65536,0,0,0,0,0,0,0,65536,0,0,0
401,0038034,65536,0,0,24,65336,0,94,0,82,0,0,0
402,0062214,65536,65536,0,0,0,0,0,0,0,0,0,0
403,0068661,65536,0,0,65536,0,0,0,0,0,0,0,0
404,0062215,65536,65536,0,0,0,0,0,0,0,0,0,0
405,0081005,65536,22,65382,132,0,0,0,0,0,0,0,0
406,0038456,65536,0,0,180,65334,18,4,0,0,0,0,0
407,0068662,65536,0,0,65536,0,0,0,0,0,0,0,0
408,0062216,65536,65536,0,0,0,0,0,0,0,0,0,0
409,0000112,65536,0,0,0,0,0,0,0,65536,0,0,0
410,0062217,65536,65536,0,0,0,0,0,0,0,0,0,0
411,0094834,65536,0,0,202,65334,0,0,0,0,0,0,0
412,0068680,65536,0,0,65536,0,0,0,0,0,0,0,0
413,0159095,65536,172,4,90,0,65073,197,0,0,0,0,0
414,0076181,65536,112,65376,48,0,0,0,0,0,0,0,0
415,0113821,65536,0,0,0,0,0,65536,0,0,0,0,0
416,0062232,65536,65536,0,0,0,0,0,0,0,0,0,0
417,0075506,65536,0,0,65536,0,0,0,0,0,0,0,0
418,0081645,65536,28,0,190,65318,0,0,0,0,0,0,0
419,0000113,65536,0,0,0,0,0,0,0,65536,0,0,0
420,0062234,65536,65536,0,0,0,0,0,0,0,0,0,0
421,0075507,65536,0,0,65536,0,0,0,0,0,0,0,0
422,0062236,65536,65536,0,0,0,0,0,0,0,0,0,0
423,0038032,65536,0,16,197,65315,8,0,0,0,0,0,0
424,0162535,65536,4,65372,38,0,0,122,0,0,0,0,0
425,0075525,65536,0,0,65536,0,0,0,0,0,0,0,0
426,0062237,65536,65536,0,0,0,0,0,0,0,0,0,0
427,0038645,65536,0,0,184,65310,4,38,0,0,0,0,0
428,0000114,65536,0,0,0,0,0,0,0,65536,0,0,0
429,0062251,65536,65536,0,0,0,0,0,0,0,0,0,0
430,0075526,65536,0,0,65536,0,0,0,0,0,0,0,0
431,0081079,65536,166,65370,0,0,0,0,0,0,0,0,0
432,0062255,65536,65536,0,0,0,0,0,0,0,0,0,0
433,0038021,65536,0,0,229,65307,0,0,0,0,0,0,0
