rank,sample_id,total_pixels,class_0,class_1,class_2,class_3
115,0002469,65536,0,65536,0,0
116,0005399,65536,65486,50,0,0
117,0003895,65536,0,0,65536,0
118,0000326,65536,0,0,0,65536
119,0000435,65536,65484,0,52,0
120,0007583,65536,65480,0,56,0
121,0002482,65536,0,65536,0,0
122,0000299,65536,65479,0,0,57
123,0003896,65536,0,0,65536,0
124,0000327,65536,0,0,0,65536
125,0007089,65536,65478,0,58,0
126,0002490,65536,0,65536,0,0
127,0006255,65536,65474,0,62,0
128,0000332,65536,0,0,0,65536
129,0003897,65536,0,0,65536,0
130,0003817,65536,65473,63,0,0
131,0002491,65536,0,65536,0,0
132,0002704,65536,65469,67,0,0
133,0000333,65536,0,0,0,65536
134,0003898,65536,0,0,65536,0
135,0007079,65536,65469,0,67,0
136,0005959,65536,65468,0,68,0
137,0002492,65536,0,65536,0,0
138,0000338,65536,0,0,0,65536
139,0007324,65536,65466,0,0,70
140,0003901,65536,0,0,65536,0
141,0003276,65536,65464,72,0,0
142,0002495,65536,0,65536,0,0
143,0000567,65536,0,0,0,65536
144,0002314,65536,65460,76,0,0
145,0003902,65536,0,0,65536,0
146,0005155,65536,65460,0,0,76
147,0002496,65536,0,65536,0,0
148,0006153,65536,65460,0,76,0
149,0000568,65536,0,0,0,65536
150,0003904,65536,0,0,65536,0
151,0002021,65536,65459,77,0,0
152,0007255,65536,65459,0,77,0
153,0002499,65536,0,65536,0,0
154,0000569,65536,0,0,0,65536
155,0000406,65536,65458,0,78,0
156,0003905,65536,0,0,65536,0
157,0007005,65536,65458,0,78,0
158,0000570,65536,0,0,0,65536
159,0002500,65536,0,65536,0,0
160,0002638,65536,65456,80,0,0
161,0003906,65536,0,0,65536,0
162,0002713,65536,65455,81,0,0
163,0000571,65536,0,0,0,65536
164,0002501,65536,0,65536,0,0
165,0000422,65536,65454,0,82,0
166,0001915,65536,65453,83,0,0
167,0003907,65536,0,0,65536,0
168,0000572,65536,0,0,0,65536
169,0006094,65536,65451,0,85,0
170,0002502,65536,0,65536,0,0
171,0003523,65536,65450,86,0,0
172,0003908,65536,0,0,65536,0
173,0000573,65536,0,0,0,65536
174,0003164,65536,65448,88,0,0
175,0002503,65536,0,65536,0,0
176,0007468,65536,65446,0,90,0
177,0003909,65536,0,0,65536,0
178,0002539,65536,65445,91,0,0
179,0000574,65536,0,0,0,65536
180,0002504,65536,0,65536,0,0
181,0007231,65536,65444,0,92,0
182,0003771,65536,65439,97,0,0
183,0003910,65536,0,0,65536,0
184,0000575,65536,0,0,0,65536
185,0007184,65536,65439,0,0,97
186,0002505,65536,0,65536,0,0
187,0002568,65536,65434,102,0,0
188,0000576,65536,0,0,0,65536
189,0003911,65536,0,0,65536,0
190,0003123,65536,65431,105,0,0
191,0002506,65536,0,65536,0,0
192,0004472,65536,65430,0,0,106
193,0000577,65536,0,0,0,65536
194,0003912,65536,0,0,65536,0
195,0003145,65536,65429,107,0,0
196,0002509,65536,0,65536,0,0
197,0003686,65536,65428,108,0,0
198,0000578,65536,0,0,0,65536
199,0004432,65536,65425,0,0,111
200,0003913,65536,0,0,65536,0
201,0007608,65536,65425,0,111,0
202,0002510,65536,0,65536,0,0
203,0000579,65536,0,0,0,65536
204,0006136,65536,65422,0,114,0
205,0003915,65536,0,0,65536,0
206,0005226,65536,65420,0,116,0
207,0002511,65536,0,65536,0,0
208,0002615,65536,65416,120,0,0
209,0000580,65536,0,0,0,65536
210,0005791,65536,65416,0,120,0
211,0003916,65536,0,0,65536,0
212,0002512,65536,0,65536,0,0
213,0001582,65536,65414,122,0,0
214,0000581,65536,0,0,0,65536
215,0003850,65536,65413,123,0,0
216,0003917,65536,0,0,65536,0
217,0002513,65536,0,65536,0,0
218,0004952,65536,65411,0,125,0
219,0000582,65536,0,0,0,65536
220,0005298,65536,65410,0,0,126
221,0003918,65536,0,0,65536,0
222,0004734,65536,65408,0,128,0
223,0002514,65536,0,65536,0,0
224,0000583,65536,0,0,0,65536
225,0003750,65536,65407,129,0,0
226,0003840,65536,65404,132,0,0
227,0003919,65536,0,0,65536,0
228,0002518,65536,0,65536,0,0
229,0000584,65536,0,0,0,65536
230,0001564,65536,65403,133,0,0
231,0003852,65536,65402,134,0,0
232,0003920,65536,0,0,65536,0
233,0002520,65536,0,65536,0,0
234,0005681,65536,65402,0,0,134
235,0000585,65536,0,0,0,65536
236,0002041,65536,65400,136,0,0
237,0003921,65536,0,0,65536,0
238,0007596,65536,65399,0,137,0
239,0000586,65536,0,0,0,65536
240,0002546,65536,0,65536,0,0
241,0004941,65536,65391,0,145,0
242,0001819,65536,65388,148,0,0
243,0003922,65536,0,0,65536,0
244,0000587,65536,0,0,0,65536
245,0002547,65536,0,65536,0,0
246,0004238,65536,65387,0,0,149
247,0007567,65536,65386,0,150,0
248,0000588,65536,0,0,0,65536
249,0003923,65536,0,0,65536,0
250,0002548,65536,0,65536,0,0
251,0006096,65536,65377,0,159,0
252,0006254,65536,65375,0,161,0
253,0000589,65536,0,0,0,65536
254,0000253,65536,65374,0,162,0
255,0003924,65536,0,0,65536,0
256,0002549,65536,0,65536,0,0
257,0003862,65536,65374,162,0,0
258,0000590,65536,0,0,0,65536
259,0006001,65536,65372,0,164,0
260,0003925,65536,0,0,65536,0
261,0002556,65536,0,65536,0,0
262,0004101,65536,65363,0,0,173
263,0006156,65536,65362,0,174,0
264,0000591,65536,0,0,0,65536
265,0003927,65536,0,0,65536,0
266,0002576,65536,0,65536,0,0
267,0004947,65536,65360,0,0,176
268,0006197,65536,65352,0,184,0
269,0000592,65536,0,0,0,65536
270,0005219,65536,65351,0,185,0
271,0003928,65536,0,0,65536,0
272,0002586,65536,0,65536,0,0
273,0000387,65536,65347,0,189,0
274,0000593,65536,0,0,0,65536
275,0004046,65536,65347,0,189,0
276,0003929,65536,0,0,65536,0
277,0002596,65536,0,65536,0,0
278,0002680,65536,65342,194,0,0
279,0000594,65536,0,0,0,65536
280,0004111,65536,65342,0,194,0
281,0003930,65536,0,0,65536,0
282,0002600,65536,0,65536,0,0
283,0007628,65536,65339,0,197,0
284,0000595,65536,0,0,0,65536
285,0002775,65536,65337,199,0,0
286,0003480,65536,65333,203,0,0
287,0002603,65536,0,65536,0,0
288,0003931,65536,0,0,65536,0
289,0000596,65536,0,0,0,65536
290,0000423,65536,65331,0,205,0
291,0001829,65536,65329,207,0,0
292,0002604,65536,0,65536,0,0
293,0003932,65536,0,0,65536,0
294,0003138,65536,65325,211,0,0
295,0000597,65536,0,0,0,65536
296,0002619,65536,65324,212,0,0
297,0002649,65536,0,65536,0,0
298,0001256,65536,65323,0,0,213
299,0003933,65536,0,0,65536,0
300,0000598,65536,0,0,0,65536
301,0000837,65536,65322,0,0,214
302,0000928,65536,65321,0,0,215
303,0002656,65536,0,65536,0,0
304,0003934,65536,0,0,65536,0
305,0000599,65536,0,0,0,65536
306,0003489,65536,65319,217,0,0
307,0006509,65536,65318,0,218,0
308,0002658,65536,0,65536,0,0
309,0000600,65536,0,0,0,65536
310,0003935,65536,0,0,65536,0
311,0007573,65536,65316,0,220,0
312,0007445,65536,65314,0,222,0
313,0000601,65536,0,0,0,65536
314,0002839,65536,0,65536,0,0
315,0001397,65536,65309,0,227,0
316,0003936,65536,0,0,65536,0
317,0000075,65536,65306,0,0,230
318,0005168,65536,65303,0,0,233
319,0000602,65536,0,0,0,65536
320,0002849,65536,0,65536,0,0
321,0003937,65536,0,0,65536,0
322,0002627,65536,65302,234,0,0
323,0006962,65536,65299,0,0,237
324,0000603,65536,0,0,0,65536
325,0002863,65536,0,65536,0,0
326,0003938,65536,0,0,65536,0
327,0000785,65536,65298,0,0,238
328,0000396,65536,65295,0,241,0
329,0000604,65536,0,0,0,65536
330,0002884,65536,0,65536,0,0
331,0004750,65536,65293,0,243,0
332,0003939,65536,0,0,65536,0
333,0004622,65536,65290,0,246,0
334,0000605,65536,0,0,0,65536
335,0003837,65536,65289,247,0,0
336,0002889,65536,0,65536,0,0
337,0003940,65536,0,0,65536,0
338,0007397,65536,65288,0,248,0
339,0000606,65536,0,0,0,65536
340,0006955,65536,65286,0,250,0
341,0002923,65536,0,65536,0,0
342,0004929,65536,65279,0,0,257
343,0003941,65536,0,0,65536,0
344,0002731,65536,65277,259,0,0
345,0000607,65536,0,0,0,65536
346,0002924,65536,0,65536,0,0
347,0001709,65536,65275,261,0,0
348,0003943,65536,0,0,65536,0
349,0006865,65536,65275,0,261,0
350,0000608,65536,0,0,0,65536
351,0002043,65536,65274,262,0,0
352,0002947,65536,0,65536,0,0
353,0003944,65536,0,0,65536,0
354,0007229,65536,65271,0,0,265
355,0000609,65536,0,0,0,65536
356,0005506,65536,65270,0,266,0
357,0003135,65536,0,65536,0,0
358,0006997,65536,65265,0,271,0
359,0003945,65536,0,0,65536,0
360,0000610,65536,0,0,0,65536
361,0001542,65536,65262,274,0,0
362,0003202,65536,0,65536,0,0
363,0002422,65536,65261,275,0,0
364,0003946,65536,0,0,65536,0
365,0000611,65536,0,0,0,65536
366,0006178,65536,65258,0,278,0
367,0005623,65536,65255,0,281,0
368,0003209,65536,0,65536,0,0
369,0000612,65536,0,0,0,65536
370,0000446,65536,65253,0,283,0
371,0003947,65536,0,0,65536,0
372,0001259,65536,65250,0,0,286
373,0003210,65536,0,65536,0,0
374,0004435,65536,65250,0,286,0
375,0000613,65536,0,0,0,65536
376,0003948,65536,0,0,65536,0
377,0007748,65536,65250,0,0,286
378,0003211,65536,0,65536,0,0
379,0001509,65536,65249,287,0,0
380,0000614,65536,0,0,0,65536
381,0003950,65536,0,0,65536,0
382,0002774,65536,65248,288,0,0
383,0002046,65536,65244,292,0,0
384,0003212,65536,0,65536,0,0
385,0000615,65536,0,0,0,65536
386,0004944,65536,65244,0,0,292
387,0003951,65536,0,0,65536,0
388,0003681,65536,65241,295,0,0
389,0000616,65536,0,0,0,65536
390,0003238,65536,0,65536,0,0
391,0004103,65536,65240,0,296,0
392,0003952,65536,0,0,65536,0
393,0006664,65536,65237,0,299,0
394,0000617,65536,0,0,0,65536
395,0001236,65536,65236,0,0,300
396,0003239,65536,0,65536,0,0
397,0003953,65536,0,0,65536,0
398,0003404,65536,65231,305,0,0
399,0005462,65536,65230,0,306,0
400,0000618,65536,0,0,0,65536
401,0003240,65536,0,65536,0,0
402,0000008,65536,65228,308,0,0
403,0003954,65536,0,0,65536,0
404,0005247,65536,65228,0,0,308
405,0000619,65536,0,0,0,65536
406,0003285,65536,0,65536,0,0
407,0004502,65536,65220,0,0,316
408,0003955,65536,0,0,65536,0
409,0006453,65536,65219,0,317,0
410,0000620,65536,0,0,0,65536
411,0002412,65536,65216,320,0,0
412,0003296,65536,0,65536,0,0
413,0002765,65536,65213,323,0,0
414,0003957,65536,0,0,65536,0
415,0000621,65536,0,0,0,65536
416,0004643,65536,65212,0,324,0
417,0003299,65536,0,65536,0,0
418,0005233,65536,65212,0,324,0
419,0003959,65536,0,0,65536,0
420,0000622,65536,0,0,0,65536
421,0005243,65536,65209,0,0,327
422,0003311,65536,0,65536,0,0
423,0006165,65536,65191,0,345,0
424,0003960,65536,0,0,65536,0
425,0000623,65536,0,0,0,65536
426,0007578,65536,65189,0,347,0
427,0004663,65536,65185,0,351,0
428,0003367,65536,0,65536,0,0
429,0005139,65536,65184,0,0,352
430,0000624,65536,0,0,0,65536
431,0003961,65536,0,0,65536,0
432,0005607,65536,65184,0,352,0
433,0003377,65536,0,65536,0,0
434,0001264,65536,65181,0,0,355
435,0000625,65536,0,0,0,65536
436,0003965,65536,0,0,65536,0
437,0003703,65536,65173,363,0,0
438,0003378,65536,0,65536,0,0
439,0004910,65536,65171,0,0,365
440,0000626,65536,0,0,0,65536
441,0004677,65536,65169,0,367,0
442,0003967,65536,0,0,65536,0
443,0006684,65536,65169,0,367,0
444,0003553,65536,0,65536,0,0
445,0000627,65536,0,0,0,65536
446,0003280,65536,65163,373,0,0
447,0003968,65536,0,0,65536,0
448,0003717,65536,65152,384,0,0
449,0003584,65536,0,65536,0,0
450,0000628,65536,0,0,0,65536
451,0005694,65536,65152,0,0,384
452,0003969,65536,0,0,65536,0
453,0007296,65536,65151,0,0,385
454,0003767,65536,0,65536,0,0
455,0005185,65536,65148,0,0,388
456,0000629,65536,0,0,0,65536
457,0004716,65536,65137,0,399,0
458,0003971,65536,0,0,65536,0
459,0007262,65536,65137,0,399,0
460,0003768,65536,0,65536,0,0
461,0000630,65536,0,0,0,65536
462,0001925,65536,65134,402,0,0
463,0003973,65536,0,0,65536,0
464,0007129,65536,65130,0,406,0
465,0005324,65536,0,65536,0,0
466,0000631,65536,0,0,0,65536
467,0007131,65536,65117,0,419,0
468,0001584,65536,65111,425,0,0
469,0003974,65536,0,0,65536,0
470,0000632,65536,0,0,0,65536
471,0005340,65536,0,65536,0,0
472,0007117,65536,65110,0,426,0
473,0004704,65536,65108,0,0,428
474,0003975,65536,0,0,65536,0
475,0000633,65536,0,0,0,65536
476,0006631,65536,65105,0,431,0
477,0005343,65536,0,65536,0,0
478,0002247,65536,65104,432,0,0
479,0003976,65536,0,0,65536,0
480,0002429,65536,65104,432,0,0
481,0000634,65536,0,0,0,65536
482,0005347,65536,0,65536,0,0
483,0007284,65536,65103,0,433,0
484,0003636,65536,65102,434,0,0
485,0003979,65536,0,0,65536,0
486,0000635,65536,0,0,0,65536
487,0005348,65536,0,65536,0,0
488,0007276,65536,65100,0,0,436
489,0004933,65536,65099,0,0,437
490,0000636,65536,0,0,0,65536
491,0003980,65536,0,0,65536,0
492,0004666,65536,65098,0,438,0
493,0005354,65536,0,65536,0,0
494,0005301,65536,65098,0,438,0
495,0000637,65536,0,0,0,65536
496,0005572,65536,65095,0,0,441
497,0003981,65536,0,0,65536,0
498,0005356,65536,0,65536,0,0
499,0006655,65536,65095,0,0,441
500,0000638,65536,0,0,0,65536
501,0007202,65536,65095,0,0,441
502,0003984,65536,0,0,65536,0
503,0005357,65536,0,65536,0,0
504,0007233,65536,65095,0,0,441
505,0004916,65536,65094,0,0,442
506,0000639,65536,0,0,0,65536
507,0003985,65536,0,0,65536,0
508,0006746,65536,65090,446,0,0
509,0005358,65536,0,65536,0,0
510,0007662,65536,65086,0,450,0
511,0000640,65536,0,0,0,65536
512,0005150,65536,65085,0,0,451
513,0003986,65536,0,0,65536,0
514,0005362,65536,0,65536,0,0
515,0006675,65536,65084,0,452,0
516,0000641,65536,0,0,0,65536
517,0001532,65536,65078,458,0,0
518,0003987,65536,0,0,65536,0
519,0005364,65536,0,65536,0,0
520,0001725,65536,65078,458,0,0
521,0000642,65536,0,0,0,65536
522,0006948,65536,65074,0,462,0
523,0004686,65536,65073,0,463,0
524,0003990,65536,0,0,65536,0
525,0005381,65536,0,65536,0,0
526,0000643,65536,0,0,0,65536
527,0000995,65536,65064,0,0,472
528,0006222,65536,65064,0,472,0
529,0003992,65536,0,0,65536,0
530,0006732,65536,0,65536,0,0
531,0003098,65536,65062,474,0,0
532,0000644,65536,0,0,0,65536
533,0001260,65536,65060,0,0,476
534,0003994,65536,0,0,65536,0
535,0002327,65536,2,65534,0,0
536,0001562,65536,65059,477,0,0
537,0000645,65536,0,0,0,65536
538,0006868,65536,65055,0,481,0
539,0003847,65536,65051,485,0,0
540,0003995,65536,0,0,65536,0
541,0002307,65536,3,65533,0,0
542,0000646,65536,0,0,0,65536
543,0005125,65536,65033,0,0,503
544,0000788,65536,65032,0,0,504
545,0003997,65536,0,0,65536,0
546,0003763,65536,3,65533,0,0
547,0000647,65536,0,0,0,65536
548,0005656,65536,65032,0,0,504
549,0007263,65536,65032,0,504,0
550,0000648,65536,0,0,0,65536
551,0003998,65536,0,0,65536,0
552,0004717,65536,65028,0,508,0
553,0003354,65536,4,65532,0,0
554,0001563,65536,65025,511,0,0
555,0004235,65536,65018,0,0,518
556,0000649,65536,0,0,0,65536
557,0001768,65536,5,65531,0,0
558,0003999,65536,0,0,65536,0
559,0007071,65536,65017,0,519,0
560,0007571,65536,65012,0,0,524
561,0000650,65536,0,0,0,65536
562,0005434,65536,5,65531,0,0
563,0004000,65536,0,0,65536,0
564,0005079,65536,65011,0,0,525
565,0005468,65536,65006,0,530,0
566,0000651,65536,0,0,0,65536
567,0000927,65536,64998,0,0,538
568,0005435,65536,5,65531,0,0
569,0004006,65536,0,0,65536,0
570,0007462,65536,64989,0,547,0
571,0000652,65536,0,0,0,65536
572,0007214,65536,64987,0,549,0
573,0002427,65536,6,65530,0,0
574,0004007,65536,0,0,65536,0
575,0003177,65536,64986,550,0,0
576,0000653,65536,0,0,0,65536
577,0006701,65536,64980,0,556,0
578,0002933,65536,6,65530,0,0
579,0002971,65536,64977,559,0,0
580,0004008,65536,0,0,65536,0
581,0007247,65536,64976,0,560,0
582,0000654,65536,0,0,0,65536
583,0001798,65536,64973,563,0,0
584,0003203,65536,7,65529,0,0
585,0004009,65536,0,0,65536,0
586,0004623,65536,64970,0,566,0
587,0000655,65536,0,0,0,65536
588,0003808,65536,64966,570,0,0
589,0003234,65536,7,65529,0,0
590,0004012,65536,0,0,65536,0
591,0007212,65536,64964,0,0,572
592,0000656,65536,0,0,0,65536
593,0000410,65536,64962,0,574,0
594,0006750,65536,8,65528,0,0
595,0002434,65536,64955,581,0,0
596,0004013,65536,0,0,65536,0
597,0000657,65536,0,0,0,65536
598,0003752,65536,64955,581,0,0
599,0002438,65536,64952,584,0,0
600,0003142,65536,13,65523,0,0
601,0004019,65536,0,0,65536,0
602,0000658,65536,0,0,0,65536
603,0007251,65536,64952,0,584,0
604,0005138,65536,64950,0,0,586
605,0003371,65536,14,65522,0,0
606,0001905,65536,64949,587,0,0
607,0004020,65536,0,0,65536,0
608,0000659,65536,0,0,0,65536
609,0002027,65536,64946,590,0,0
610,0003561,65536,14,65522,0,0
611,0002071,65536,64946,590,0,0
612,0000660,65536,0,0,0,65536
613,0004023,65536,0,0,65536,0
614,0000828,65536,64942,0,0,594
615,0001549,65536,64937,599,0,0
616,0005409,65536,14,65522,0,0
617,0000661,65536,0,0,0,65536
618,0004026,65536,0,0,65536,0
619,0006904,65536,64936,0,600,0
620,0002643,65536,64934,602,0,0
621,0003208,65536,16,65520,0,0
622,0000662,65536,0,0,0,65536
623,0004813,65536,64927,0,0,609
624,0004035,65536,0,0,65536,0
625,0000469,65536,64924,0,612,0
626,0000663,65536,0,0,0,65536
627,0007315,65536,64922,0,0,614
628,0001758,65536,18,65518,0,0
629,0004038,65536,0,0,65536,0
630,0006656,65536,64911,0,625,0
631,0007528,65536,64911,0,625,0
632,0000664,65536,0,0,0,65536
633,0003141,65536,18,65518,0,0
634,0003628,65536,64910,626,0,0
635,0004050,65536,0,0,65536,0
636,0005149,65536,64905,0,0,631
637,0000665,65536,0,0,0,65536
638,0005407,65536,19,65517,0,0
639,0005702,65536,64905,0,0,631
640,0004052,65536,0,0,65536,0
641,0001527,65536,64903,633,0,0
642,0000666,65536,0,0,0,65536
643,0004437,65536,64903,0,0,633
644,0003376,65536,22,65514,0,0
645,0004057,65536,0,0,65536,0
646,0003131,65536,64901,635,0,0
647,0000667,65536,0,0,0,65536
648,0006999,65536,64898,0,0,638
649,0001676,65536,26,65510,0,0
650,0003800,65536,64892,644,0,0
651,0004064,65536,0,0,65536,0
652,0000668,65536,0,0,0,65536
653,0007052,65536,64891,0,0,645
654,0003391,65536,27,65509,0,0
655,0005471,65536,64886,0,0,650
656,0004066,65536,0,0,65536,0
657,0005577,65536,64884,0,357,295
658,0000669,65536,0,0,0,65536
659,0007274,65536,64884,0,652,0
660,0003557,65536,28,65508,0,0
661,0003692,65536,64883,653,0,0
662,0004067,65536,0,0,65536,0
663,0000670,65536,0,0,0,65536
664,0005932,65536,64874,0,662,0
665,0002433,65536,29,65507,0,0
666,0003090,65536,64869,667,0,0
667,0004068,65536,0,0,65536,0
668,0000671,65536,0,0,0,65536
669,0001748,65536,64866,670,0,0
670,0001747,65536,31,65505,0,0
671,0007457,65536,64862,0,674,0
672,0000672,65536,0,0,0,65536
673,0004069,65536,0,0,65536,0
674,0003564,65536,64861,675,0,0
675,0001810,65536,64859,677,0,0
676,0003517,65536,36,65500,0,0
677,0006576,65536,64853,0,683,0
678,0000673,65536,0,0,0,65536
679,0004071,65536,0,0,65536,0
680,0007124,65536,64853,0,0,683
681,0003229,65536,37,65499,0,0
682,0007655,65536,64853,0,0,683
683,0000674,65536,0,0,0,65536
684,0004074,65536,0,0,65536,0
685,0000380,65536,64848,0,688,0
686,0002411,65536,64848,688,0,0
687,0002557,65536,38,65498,0,0
688,0000675,65536,0,0,0,65536
689,0002983,65536,64842,694,0,0
690,0004075,65536,0,0,65536,0
691,0000121,65536,64837,0,699,0
692,0001642,65536,40,65496,0,0
693,0000676,65536,0,0,0,65536
694,0006982,65536,64821,0,0,715
695,0004076,65536,0,0,65536,0
696,0001148,65536,64820,0,0,716
697,0003140,65536,40,65496,0,0
698,0000677,65536,0,0,0,65536
699,0005445,65536,64820,716,0,0
700,0004079,65536,0,0,65536,0
701,0005113,65536,64808,0,0,728
702,0003539,65536,64806,730,0,0
703,0000678,65536,0,0,0,65536
704,0003774,65536,42,65494,0,0
705,0004571,65536,64803,0,0,733
706,0004080,65536,0,0,65536,0
707,0004912,65536,64803,0,733,0
708,0000679,65536,0,0,0,65536
709,0002326,65536,45,65491,0,0
710,0004914,65536,64803,0,0,733
711,0004081,65536,0,0,65536,0
712,0007277,65536,64803,0,0,733
713,0000680,65536,0,0,0,65536
714,0001864,65536,46,65490,0,0
715,0004208,65536,64800,0,736,0
716,0007641,65536,64798,0,0,738
717,0004082,65536,0,0,65536,0
718,0000681,65536,0,0,0,65536
719,0007601,65536,64797,0,739,0
720,0003513,65536,52,65484,0,0
721,0005543,65536,64791,0,0,745
722,0004083,65536,0,0,65536,0
723,0006935,65536,64789,0,747,0
724,0000682,65536,0,0,0,65536
725,0001567,65536,55,65481,0,0
726,0000798,65536,64784,0,0,752
727,0004084,65536,0,0,65536,0
728,0003698,65536,64784,752,0,0
729,0000683,65536,0,0,0,65536
730,0005398,65536,56,65480,0,0
731,0000089,65536,64779,0,0,757
732,0001861,65536,64774,762,0,0
733,0004085,65536,0,0,65536,0
734,0000684,65536,0,0,0,65536
735,0007594,65536,64773,0,763,0
736,0001743,65536,58,65478,0,0
737,0004105,65536,64764,0,772,0
738,0000685,65536,0,0,0,65536
739,0004086,65536,0,0,65536,0
740,0004100,65536,64757,0,779,0
741,0005374,65536,70,65466,0,0
742,0000314,65536,64752,0,0,784
743,0000686,65536,0,0,0,65536
744,0002453,65536,64751,785,0,0
745,0004088,65536,0,0,65536,0
746,0000452,65536,64743,0,793,0
747,0003370,65536,73,65463,0,0
748,0002637,65536,64731,805,0,0
749,0000687,65536,0,0,0,65536
750,0004089,65536,0,0,65536,0
751,0004945,65536,64718,0,0,818
752,0002878,65536,78,65458,0,0
753,0006700,65536,64716,0,0,820
754,0000688,65536,0,0,0,65536
755,0005315,65536,64713,0,0,823
756,0004090,65536,0,0,65536,0
757,0001737,65536,79,65457,0,0
758,0005196,65536,64711,0,825,0
759,0000689,65536,0,0,0,65536
760,0002723,65536,64701,835,0,0
761,0004098,65536,0,0,65536,0
762,0002359,65536,64686,850,0,0
763,0001759,65536,85,65451,0,0
764,0000690,65536,0,0,0,65536
765,0007049,65536,64685,0,851,0
766,0004132,65536,0,0,65536,0
767,0000457,65536,64684,0,852,0
768,0005341,65536,93,65443,0,0
769,0000691,65536,0,0,0,65536
770,0004233,65536,64678,0,858,0
771,0000003,65536,64674,862,0,0
772,0004139,65536,0,0,65536,0
773,0003353,65536,98,65438,0,0
774,0004788,65536,64672,0,864,0
