sample_id,total_pixels,class_0,class_1,class_2,class_3
0000126,65536,30734,0,34802,0
0000127,65536,62750,0,2786,0
0000128,65536,49712,0,15824,0
0000129,65536,31396,0,34140,0
0000130,65536,52636,0,12900,0
0000131,65536,53037,0,12499,0
0000132,65536,13151,0,52385,0
0000133,65536,34881,0,30655,0
0000134,65536,20614,0,44922,0
0000135,65536,0,0,65536,0
0000136,65536,22464,0,43072,0
0000137,65536,63069,0,2467,0
0000138,65536,52792,0,12744,0
0000139,65536,31775,0,33761,0
0000140,65536,15800,0,49736,0
0000141,65536,52036,0,13500,0
0000142,65536,61027,0,4509,0
0000143,65536,30177,0,35359,0
0000144,65536,28879,0,36657,0
0000145,65536,9209,0,56327,0
0000146,65536,45912,0,19624,0
0000147,65536,56200,0,9336,0
0000148,65536,32003,0,33533,0
0000149,65536,16656,0,48880,0
0000150,65536,61689,0,3847,0
0000151,65536,51701,0,13835,0
0000152,65536,40147,0,25389,0
0000153,65536,56626,0,8910,0
0000154,65536,32281,0,33255,0
0000155,65536,49797,0,15739,0
0000156,65536,56923,0,8613,0
0000157,65536,60701,0,4835,0
0000158,65536,44021,0,21515,0
0000159,65536,48521,0,17015,0
0000160,65536,41549,0,23987,0
0000161,65536,55266,0,10270,0
0000162,65536,42074,0,23462,0
0000163,65536,35236,0,30300,0
0000164,65536,31071,0,34465,0
0000165,65536,56860,0,8676,0
0000166,65536,35034,0,30502,0
0000167,65536,58524,0,7012,0
0000168,65536,44004,0,21532,0
0000169,65536,52899,0,12637,0
0000170,65536,54185,0,11351,0
0000171,65536,43646,0,21890,0
0000172,65536,53068,0,12468,0
0000173,65536,62325,0,3211,0
0000174,65536,34107,0,31429,0
0000175,65536,50942,0,14594,0
0000176,65536,60783,0,4753,0
0000177,65536,60267,0,5269,0
0000178,65536,57563,0,7973,0
0000179,65536,44105,0,21431,0
0000180,65536,63234,0,2302,0
0000181,65536,58955,0,6581,0
0000182,65536,56786,0,8750,0
0000183,65536,60142,0,5394,0
0000184,65536,54414,0,11122,0
0000185,65536,29352,0,36184,0
0000186,65536,10885,0,54651,0
0000187,65536,19399,0,46137,0
0000188,65536,0,0,65536,0
0000189,65536,0,0,65536,0
0000190,65536,27433,0,38103,0
0000191,65536,30281,0,35255,0
0000192,65536,16984,0,48552,0
0000193,65536,27186,0,38350,0
0000194,65536,17019,0,48517,0
0000195,65536,0,0,65536,0
0000196,65536,11737,0,53799,0
0000197,65536,53289,0,12247,0
0000198,65536,3973,0,61563,0
0000199,65536,33189,0,32347,0
0000200,65536,30438,0,35098,0
0000201,65536,52075,0,13461,0
0000202,65536,49011,0,16525,0
0000203,65536,64485,0,1051,0
0000204,65536,38747,0,26789,0
0000205,65536,61547,0,3989,0
0000206,65536,57865,0,7671,0
0000207,65536,56964,0,8572,0
0000208,65536,52738,0,12798,0
0000209,65536,50282,0,15254,0
0000210,65536,50070,0,15466,0
0000211,65536,63612,0,1924,0
0000212,65536,33367,0,32169,0
0000213,65536,52254,0,13282,0
0000214,65536,62011,0,3525,0
0000215,65536,60724,0,4812,0
0000216,65536,22520,0,43016,0
0000217,65536,61165,0,4371,0
0000218,65536,48570,0,16966,0
0000219,65536,32576,0,32960,0
0000220,65536,40100,0,25436,0
0000221,65536,41336,0,24200,0
0000222,65536,37786,0,27750,0
0000223,65536,46312,0,19224,0
0000224,65536,50610,0,14926,0
0000225,65536,61605,0,3931,0
0000226,65536,55566,0,9970,0
0000227,65536,56784,0,8752,0
0000228,65536,8199,0,57337,0
0000229,65536,32324,0,33212,0
0000230,65536,37836,0,27700,0
0000231,65536,4243,0,61293,0
0000232,65536,5233,0,60303,0
0000233,65536,58410,0,7126,0
0000234,65536,19716,0,45820,0
0000235,65536,53580,0,11956,0
0000236,65536,53638,0,11898,0
0000237,65536,52297,0,13239,0
0000238,65536,9966,0,55570,0
0000239,65536,40368,0,25168,0
0000240,65536,49107,0,16429,0
0000241,65536,61708,0,3828,0
0000242,65536,48753,0,16783,0
0000243,65536,41500,0,24036,0
0000244,65536,53417,0,12119,0
0000245,65536,44759,0,20777,0
0000246,65536,7746,0,57790,0
0000247,65536,49878,0,15658,0
0000248,65536,48242,0,17294,0
0000249,65536,51475,0,14061,0
0000250,65536,20186,0,45350,0
0000251,65536,57564,0,7972,0
0000252,65536,42621,0,22915,0
0000253,65536,65374,0,162,0
0000254,65536,5989,0,59547,0
0000255,65536,44242,0,21294,0
0000256,65536,28349,0,37187,0
0000257,65536,32944,0,32592,0
0000258,65536,16031,0,49505,0
0000259,65536,57,0,65479,0
0000260,65536,317,0,65219,0
0000261,65536,1195,0,64341,0
0000262,65536,18276,0,47260,0
0000263,65536,24827,0,40709,0
0000264,65536,38870,0,26666,0
0000265,65536,36860,0,28676,0
0000266,65536,58400,0,7136,0
0000267,65536,0,0,65536,0
0000268,65536,22213,0,43323,0
0000269,65536,23999,0,41537,0
0000270,65536,35299,0,30237,0
0000271,65536,1564,0,63972,0
0000272,65536,0,0,65536,0
0000273,65536,1788,0,63748,0
0000274,65536,42733,0,22803,0
0000275,65536,1366,0,64170,0
0000276,65536,14336,0,51200,0
0000277,65536,43173,0,22363,0
0000278,65536,42038,0,23498,0
0000279,65536,61384,0,0,4152
0000280,65536,63916,0,0,1620
0000281,65536,19484,0,0,46052
0000282,65536,2384,0,0,63152
0000283,65536,3243,0,0,62293
0000284,65536,37593,0,0,27943
0000285,65536,37333,0,0,28203
0000286,65536,50574,0,0,14962
0000287,65536,25108,0,0,40428
0000288,65536,2294,0,0,63242
0000289,65536,0,0,0,65536
0000290,65536,0,0,0,65536
0000291,65536,47614,0,0,17922
0000292,65536,36916,0,0,28620
0000293,65536,8835,0,0,56701
0000294,65536,42,0,0,65494
0000295,65536,0,0,0,65536
0000296,65536,0,0,0,65536
0000297,65536,19687,0,0,45849
0000298,65536,21223,0,0,44313
0000299,65536,65479,0,0,57
0000300,65536,36454,0,0,29082
0000301,65536,2958,0,0,62578
0000302,65536,0,0,0,65536
0000303,65536,5216,0,0,60320
0000304,65536,0,0,0,65536
0000305,65536,3642,0,0,61894
0000306,65536,50332,0,0,15204
0000307,65536,64018,0,0,1518
0000308,65536,0,0,0,65536
0000309,65536,0,0,0,65536
0000310,65536,947,0,0,64589
0000311,65536,16881,0,0,48655
0000312,65536,45138,0,0,20398
0000313,65536,63413,0,0,2123
0000314,65536,64752,0,0,784
0000315,65536,19117,0,0,46419
0000316,65536,0,0,0,65536
0000317,65536,0,0,0,65536
0000318,65536,38771,0,0,26765
0000319,65536,50602,0,0,14934
0000320,65536,48849,0,0,16687
0000321,65536,16341,0,0,49195
0000322,65536,49926,0,0,15610
0000323,65536,59773,0,0,5763
0000324,65536,53644,0,0,11892
0000325,65536,7311,0,0,58225
0000326,65536,0,0,0,65536
0000327,65536,0,0,0,65536
0000328,65536,40659,0,0,24877
0000329,65536,59380,0,0,6156
0000330,65536,62979,0,0,2557
0000331,65536,17127,0,0,48409
0000332,65536,0,0,0,65536
0000333,65536,0,0,0,65536
0000334,65536,9271,0,0,56265
0000335,65536,64111,0,0,1425
0000336,65536,60770,0,0,4766
0000337,65536,24157,0,0,41379
0000338,65536,0,0,0,65536
0000339,65536,321,0,0,65215
0000340,65536,40234,0,0,25302
0000341,65536,8419,0,0,57117
0000342,65536,46028,0,0,19508
0000343,65536,62084,0,0,3452
0000344,65536,13323,0,0,52213
0000345,65536,29789,0,0,35747
0000346,65536,56721,0,0,8815
0000347,65536,46861,0,0,18675
0000348,65536,37219,0,0,28317
0000349,65536,57731,0,0,7805
0000350,65536,60413,0,0,5123
0000351,65536,62772,0,0,2764
0000352,65536,31159,0,0,34377
0000353,65536,36016,0,0,29520
0000354,65536,65516,0,0,20
0000355,65536,63426,0,0,2110
0000356,65536,19979,0,45557,0
0000357,65536,41388,0,24148,0
0000358,65536,54232,0,11304,0
0000359,65536,59926,0,5610,0
0000360,65536,55458,0,10078,0
0000361,65536,49282,0,16254,0
0000362,65536,60779,0,4757,0
0000363,65536,62406,0,3130,0
0000364,65536,61153,0,4383,0
0000365,65536,63323,0,2213,0
0000366,65536,52539,0,12997,0
0000367,65536,58720,0,6816,0
0000368,65536,64350,0,1186,0
0000369,65536,55332,0,10204,0
0000370,65536,37226,0,28310,0
0000371,65536,63625,0,1911,0
0000372,65536,43325,0,22211,0
0000373,65536,52067,0,13469,0
0000374,65536,3537,0,61999,0
0000375,65536,7296,0,58240,0
0000376,65536,22017,0,43519,0
0000377,65536,59005,0,6531,0
0000378,65536,62886,0,2650,0
0000379,65536,60661,0,4875,0
0000380,65536,64848,0,688,0
0000381,65536,37892,0,27644,0
0000382,65536,41207,0,24329,0
0000383,65536,64002,0,1534,0
0000384,65536,65497,0,39,0
0000385,65536,57461,0,8075,0
0000386,65536,13653,0,51883,0
0000387,65536,65347,0,189,0
0000388,65536,52625,0,12911,0
0000389,65536,36585,0,28951,0
0000390,65536,15661,0,49875,0
0000391,65536,49205,0,16331,0
0000392,65536,55793,0,9743,0
0000393,65536,31415,0,34121,0
0000394,65536,59882,0,5654,0
0000395,65536,53394,0,12142,0
0000396,65536,65295,0,241,0
0000397,65536,30326,0,35210,0
0000398,65536,63173,0,2363,0
0000399,65536,48077,0,17459,0
0000400,65536,36039,0,29497,0
0000401,65536,42681,0,22855,0
0000402,65536,63538,0,1998,0
0000403,65536,63465,0,0,2071
0000404,65536,16815,0,48721,0
0000405,65536,1613,0,63923,0
0000406,65536,65458,0,78,0
0000407,65536,59960,0,5576,0
0000408,65536,50509,0,15027,0
0000409,65536,49251,0,16285,0
0000410,65536,64962,0,574,0
0000411,65536,63827,0,1709,0
0000412,65536,63543,0,1993,0
0000413,65536,37032,0,28504,0
0000414,65536,47759,0,17777,0
0000415,65536,48802,0,16734,0
0000416,65536,19652,0,45884,0
0000417,65536,61607,0,3929,0
0000418,65536,4790,0,60746,0
0000419,65536,5480,0,60056,0
0000420,65536,52418,0,13118,0
0000421,65536,58980,0,6556,0
0000422,65536,65454,0,82,0
0000423,65536,65331,0,205,0
0000424,65536,48988,0,16548,0
0000425,65536,46421,0,19115,0
0000426,65536,55205,0,10331,0
0000427,65536,43205,0,22331,0
0000428,65536,57057,0,8479,0
0000429,65536,62434,0,3102,0
0000430,65536,57184,0,8352,0
0000431,65536,33298,0,32238,0
0000432,65536,63453,0,2083,0
0000433,65536,54684,0,10852,0
0000434,65536,42493,0,23043,0
0000435,65536,65484,0,52,0
0000436,65536,56349,0,9187,0
0000437,65536,62197,0,3339,0
0000438,65536,38974,0,26562,0
0000439,65536,55527,0,10009,0
0000440,65536,50203,0,15333,0
0000441,65536,51120,0,4005,10411
0000442,65536,52730,0,12806,0
0000443,65536,63450,0,2086,0
0000444,65536,52661,0,12875,0
0000445,65536,59189,0,6347,0
0000446,65536,65253,0,283,0
0000447,65536,56196,0,1466,7874
0000448,65536,61418,0,4118,0
0000449,65536,53075,0,12461,0
0000450,65536,54954,0,10582,0
0000451,65536,47660,0,17876,0
0000452,65536,64743,0,793,0
0000453,65536,52193,0,13343,0
0000454,65536,47696,0,17840,0
0000455,65536,63836,0,1700,0
0000456,65536,63479,0,2057,0
0000457,65536,64684,0,852,0
0000458,65536,63699,0,1837,0
0000459,65536,64055,0,1481,0
0000460,65536,62910,0,2626,0
0000461,65536,62145,0,3391,0
0000462,65536,63908,0,1628,0
0000463,65536,64130,0,1406,0
0000464,65536,60685,0,4851,0
0000465,65536,55353,0,10183,0
0000466,65536,64400,0,1136,0
0000467,65536,50767,0,14769,0
0000468,65536,60516,0,5020,0
0000469,65536,64924,0,612,0
0000470,65536,64477,0,1059,0
0000471,65536,61641,0,3895,0
0000472,65536,63539,0,1997,0
0000473,65536,60938,0,4598,0
0000474,65536,60920,0,4616,0
0000475,65536,37032,0,28504,0
0000476,65536,34831,0,30705,0
0000477,65536,26578,0,38958,0
0000478,65536,46759,0,18777,0
0000479,65536,58821,0,6715,0
0000480,65536,58512,0,7024,0
0000481,65536,57388,0,8148,0
0000482,65536,35222,0,30314,0
0000483,65536,15269,0,50267,0
0000484,65536,1900,0,63636,0
0000485,65536,27783,0,37753,0
0000486,65536,22835,0,42701,0
0000487,65536,42345,0,23191,0
0000488,65536,41525,0,24011,0
0000489,65536,56606,0,8930,0
0000490,65536,49527,0,16009,0
0000491,65536,33921,0,31615,0
0000492,65536,6334,0,59202,0
0000493,65536,6656,0,58880,0
0000494,65536,51756,0,13780,0
0000495,65536,8547,0,56989,0
0000496,65536,46850,0,18686,0
0000497,65536,64149,0,1387,0
0000498,65536,33953,0,31583,0
0000499,65536,6205,0,59331,0
0000500,65536,8616,0,56920,0
0000501,65536,1470,0,64066,0
0000502,65536,2717,0,62819,0
0000503,65536,2291,0,63245,0
0000504,65536,6923,0,58613,0
0000505,65536,15865,0,49671,0
0000506,65536,21674,0,43862,0
0000507,65536,8558,0,56978,0
0000508,65536,5985,0,59551,0
0000509,65536,5305,0,60231,0
0000510,65536,4369,0,61167,0
0000511,65536,4808,0,60728,0
0000512,65536,2372,0,63164,0
0000513,65536,21387,0,44149,0
0000514,65536,53509,0,12027,0
0000515,65536,62642,0,2894,0
0000516,65536,4882,0,60654,0
0000517,65536,15369,0,50167,0
0000518,65536,2074,0,63462,0
0000519,65536,3465,0,62071,0
0000520,65536,31811,0,33725,0
0000521,65536,40934,0,24602,0
0000522,65536,20822,0,44714,0
0000523,65536,45031,0,20505,0
0000524,65536,53540,0,11996,0
0000525,65536,57656,0,7880,0
0000526,65536,58259,0,7277,0
0000527,65536,6468,0,59068,0
0000528,65536,3366,0,62170,0
0000529,65536,16537,0,48999,0
0000530,65536,6415,0,59121,0
0000531,65536,14171,0,51365,0
0000532,65536,6190,0,59346,0
0000533,65536,19781,0,45755,0
0000534,65536,12979,0,52557,0
0000535,65536,23150,0,42386,0
0000536,65536,16347,0,49189,0
0000537,65536,26085,0,39451,0
0000538,65536,49588,0,15948,0
0000539,65536,52269,0,13267,0
0000540,65536,61422,0,4114,0
0000541,65536,50424,0,15112,0
0000542,65536,55883,0,9653,0
0000543,65536,10559,0,54977,0
0000544,65536,16449,0,49087,0
0000545,65536,19842,0,45694,0
0000546,65536,9147,0,56389,0
0000547,65536,23084,0,42452,0
0000548,65536,31351,0,34185,0
0000549,65536,7111,0,58425,0
0000550,65536,39887,0,25649,0
0000551,65536,60563,0,4973,0
0000552,65536,60140,0,5396,0
0000553,65536,7230,0,58306,0
0000554,65536,11103,0,54433,0
0000555,65536,8268,0,57268,0
0000556,65536,8164,0,57372,0
0000557,65536,25710,0,39826,0
0000558,65536,18050,0,47486,0
0000559,65536,24370,0,41166,0
0000560,65536,42403,0,23133,0
0000561,65536,50789,0,14747,0
0000562,65536,46100,0,19436,0
0000563,65536,54924,0,10612,0
0000564,65536,63600,0,1936,0
0000565,65536,8607,0,56929,0
0000566,65536,64324,0,1212,0
0000567,65536,0,0,0,65536
0000568,65536,0,0,0,65536
0000569,65536,0,0,0,65536
0000570,65536,0,0,0,65536
0000571,65536,0,0,0,65536
0000572,65536,0,0,0,65536
0000573,65536,0,0,0,65536
0000574,65536,0,0,0,65536
0000575,65536,0,0,0,65536
0000576,65536,0,0,0,65536
0000577,65536,0,0,0,65536
0000578,65536,0,0,0,65536
0000579,65536,0,0,0,65536
0000580,65536,0,0,0,65536
0000581,65536,0,0,0,65536
0000582,65536,0,0,0,65536
0000583,65536,0,0,0,65536
0000584,65536,0,0,0,65536
0000585,65536,0,0,0,65536
0000586,65536,0,0,0,65536
0000587,65536,0,0,0,65536
0000588,65536,0,0,0,65536
0000589,65536,0,0,0,65536
0000590,65536,0,0,0,65536
0000591,65536,0,0,0,65536
0000592,65536,0,0,0,65536
0000593,65536,0,0,0,65536
0000594,65536,0,0,0,65536
0000595,65536,0,0,0,65536
0000596,65536,0,0,0,65536
0000597,65536,0,0,0,65536
0000598,65536,0,0,0,65536
0000599,65536,0,0,0,65536
0000600,65536,0,0,0,65536
0000601,65536,0,0,0,65536
0000602,65536,0,0,0,65536
0000603,65536,0,0,0,65536
0000604,65536,0,0,0,65536
0000605,65536,0,0,0,65536
0000606,65536,0,0,0,65536
0000607,65536,0,0,0,65536
0000608,65536,0,0,0,65536
0000609,65536,0,0,0,65536
0000610,65536,0,0,0,65536
0000611,65536,0,0,0,65536
0000612,65536,0,0,0,65536
0000613,65536,0,0,0,65536
0000614,65536,0,0,0,65536
0000615,65536,0,0,0,65536
0000616,65536,0,0,0,65536
0000617,65536,0,0,0,65536
0000618,65536,0,0,0,65536
0000619,65536,0,0,0,65536
0000620,65536,0,0,0,65536
0000621,65536,0,0,0,65536
0000622,65536,0,0,0,65536
0000623,65536,0,0,0,65536
0000624,65536,0,0,0,65536
0000625,65536,0,0,0,65536
0000626,65536,0,0,0,65536
0000627,65536,0,0,0,65536
0000628,65536,0,0,0,65536
0000629,65536,0,0,0,65536
0000630,65536,0,0,0,65536
0000631,65536,0,0,0,65536
0000632,65536,0,0,0,65536
0000633,65536,0,0,0,65536
0000634,65536,0,0,0,65536
0000635,65536,0,0,0,65536
0000636,65536,0,0,0,65536
0000637,65536,0,0,0,65536
0000638,65536,0,0,0,65536
0000639,65536,0,0,0,65536
0000640,65536,0,0,0,65536
0000641,65536,0,0,0,65536
0000642,65536,0,0,0,65536
0000643,65536,0,0,0,65536
0000644,65536,0,0,0,65536
0000645,65536,0,0,0,65536
0000646,65536,0,0,0,65536
0000647,65536,0,0,0,65536
0000648,65536,0,0,0,65536
0000649,65536,0,0,0,65536
0000650,65536,0,0,0,65536
0000651,65536,0,0,0,65536
0000652,65536,0,0,0,65536
0000653,65536,0,0,0,65536
0000654,65536,0,0,0,65536
0000655,65536,0,0,0,65536
0000656,65536,0,0,0,65536
0000657,65536,0,0,0,65536
0000658,65536,0,0,0,65536
0000659,65536,0,0,0,65536
0000660,65536,0,0,0,65536
0000661,65536,0,0,0,65536
0000662,65536,0,0,0,65536
0000663,65536,0,0,0,65536
0000664,65536,0,0,0,65536
0000665,65536,0,0,0,65536
0000666,65536,0,0,0,65536
0000667,65536,0,0,0,65536
0000668,65536,0,0,0,65536
0000669,65536,0,0,0,65536
0000670,65536,0,0,0,65536
0000671,65536,0,0,0,65536
0000672,65536,0,0,0,65536
0000673,65536,0,0,0,65536
0000674,65536,0,0,0,65536
0000675,65536,0,0,0,65536
0000676,65536,0,0,0,65536
0000677,65536,0,0,0,65536
0000678,65536,0,0,0,65536
0000679,65536,0,0,0,65536
0000680,65536,0,0,0,65536
0000681,65536,0,0,0,65536
0000682,65536,0,0,0,65536
0000683,65536,0,0,0,65536
0000684,65536,0,0,0,65536
0000685,65536,0,0,0,65536
0000686,65536,0,0,0,65536
0000687,65536,0,0,0,65536
0000688,65536,0,0,0,65536
0000689,65536,0,0,0,65536
0000690,65536,0,0,0,65536
0000691,65536,0,0,0,65536
0000692,65536,0,0,0,65536
0000693,65536,0,0,0,65536
0000694,65536,0,0,0,65536
0000695,65536,0,0,0,65536
0000696,65536,0,0,0,65536
0000697,65536,0,0,0,65536
0000698,65536,0,0,0,65536
0000699,65536,0,0,0,65536
0000700,65536,0,0,0,65536
0000701,65536,0,0,0,65536
0000702,65536,0,0,0,65536
0000703,65536,0,0,0,65536
0000704,65536,0,0,0,65536
0000705,65536,0,0,0,65536
0000706,65536,0,0,0,65536
0000707,65536,0,0,0,65536
0000708,65536,0,0,0,65536
0000709,65536,0,0,0,65536
0000710,65536,0,0,0,65536
0000711,65536,0,0,0,65536
0000712,65536,0,0,0,65536
0000713,65536,0,0,0,65536
0000714,65536,0,0,0,65536
0000715,65536,0,0,0,65536
0000716,65536,0,0,0,65536
0000717,65536,0,0,0,65536
0000718,65536,0,0,0,65536
0000719,65536,0,0,0,65536
0000720,65536,0,0,0,65536
0000721,65536,0,0,0,65536
0000722,65536,0,0,0,65536
0000723,65536,0,0,0,65536
0000724,65536,0,0,0,65536
0000725,65536,0,0,0,65536
0000726,65536,0,0,0,65536
0000727,65536,0,0,0,65536
0000728,65536,0,0,0,65536
0000729,65536,0,0,0,65536
0000730,65536,0,0,0,65536
0000731,65536,0,0,0,65536
0000732,65536,0,0,0,65536
0000733,65536,0,0,0,65536
0000734,65536,0,0,0,65536
0000735,65536,0,0,0,65536
0000736,65536,0,0,0,65536
0000737,65536,0,0,0,65536
0000738,65536,0,0,0,65536
0000739,65536,0,0,0,65536
0000740,65536,0,0,0,65536
0000741,65536,0,0,0,65536
0000742,65536,0,0,0,65536
0000743,65536,0,0,0,65536
0000744,65536,0,0,0,65536
0000745,65536,0,0,0,65536
0000746,65536,0,0,0,65536
0000747,65536,0,0,0,65536
0000748,65536,0,0,0,65536
0000749,65536,0,0,0,65536
0000750,65536,0,0,0,65536
0000751,65536,0,0,0,65536
0000752,65536,0,0,0,65536
0000753,65536,0,0,0,65536
0000754,65536,0,0,0,65536
0000755,65536,0,0,0,65536
0000756,65536,0,0,0,65536
0000757,65536,0,0,0,65536
0000758,65536,0,0,0,65536
0000759,65536,0,0,0,65536
0000760,65536,0,0,0,65536
0000761,65536,0,0,0,65536
0000762,65536,0,0,0,65536
0000763,65536,0,0,0,65536
0000764,65536,0,0,0,65536
0000765,65536,0,0,0,65536
0000766,65536,0,0,0,65536
0000767,65536,0,0,0,65536
0000768,65536,0,0,0,65536
0000769,65536,0,0,0,65536
0000770,65536,0,0,0,65536
0000771,65536,0,0,0,65536
0000772,65536,0,0,0,65536
0000773,65536,0,0,0,65536
0000774,65536,62980,0,0,2556
0000775,65536,64586,0,950,0
0000776,65536,0,0,0,65536
0000777,65536,859,0,0,64677
0000778,65536,21533,0,0,44003
0000779,65536,64655,0,0,881
0000780,65536,53603,0,0,11933
0000781,65536,334,0,0,65202
0000782,65536,0,0,0,65536
0000783,65536,20751,0,0,44785
0000784,65536,63295,0,0,2241
0000785,65536,65298,0,0,238
0000786,65536,520,0,0,65016
0000787,65536,0,0,0,65536
0000788,65536,65032,0,0,504
0000789,65536,66,0,0,65470
0000790,65536,13066,0,0,52470
0000791,65536,27102,0,0,38434
0000792,65536,15300,0,0,50236
0000793,65536,42639,0,0,22897
0000794,65536,22878,0,0,42658
0000795,65536,27373,0,0,38163
0000796,65536,0,0,0,65536
0000797,65536,0,0,0,65536
0000798,65536,64784,0,0,752
0000799,65536,22837,0,0,42699
0000800,65536,61254,0,0,4282
0000801,65536,55641,0,0,9895
0000802,65536,56150,0,4360,5026
0000803,65536,52823,0,0,12713
0000804,65536,38320,0,0,27216
0000805,65536,46705,0,0,18831
0000806,65536,0,0,0,65536
0000807,65536,0,0,0,65536
0000808,65536,8970,0,0,56566
0000809,65536,38673,0,0,26863
0000810,65536,176,0,0,65360
0000811,65536,0,0,0,65536
0000812,65536,5007,0,0,60529
0000813,65536,0,0,0,65536
0000814,65536,0,0,0,65536
0000815,65536,0,0,0,65536
0000816,65536,0,0,0,65536
0000817,65536,0,0,0,65536
0000818,65536,13140,0,0,52396
0000819,65536,32285,0,0,33251
0000820,65536,63224,0,2312,0
0000821,65536,16040,0,0,49496
0000822,65536,36439,0,0,29097
0000823,65536,30217,0,0,35319
0000824,65536,10,0,0,65526
0000825,65536,0,0,0,65536
0000826,65536,64492,0,0,1044
0000827,65536,54746,0,0,10790
0000828,65536,64942,0,0,594
0000829,65536,13269,0,0,52267
0000830,65536,511,0,0,65025
0000831,65536,52835,0,0,12701
0000832,65536,59408,0,0,6128
0000833,65536,23561,0,0,41975
0000834,65536,0,0,0,65536
0000835,65536,885,0,0,64651
0000836,65536,32977,0,0,32559
0000837,65536,65322,0,0,214
