sample_id,total_pixels,class_0,class_1
0000129,262144,196608,65536
0000130,262144,196608,65536
0000131,262144,196608,65536
0000132,262144,196608,65536
0000133,262144,196608,65536
0000134,262144,196608,65536
0000135,262144,196608,65536
0000136,262144,196608,65536
0000137,262144,196608,65536
0000138,262144,196608,65536
0000139,262144,196608,65536
0000140,262144,196608,65536
0000141,262144,196608,65536
0000142,262144,196608,65536
0000143,262144,196608,65536
0000144,262144,196608,65536
0000145,262144,196608,65536
0000146,262144,196608,65536
0000147,262144,196608,65536
0000148,262144,196608,65536
0000149,262144,196608,65536
0000150,262144,196608,65536
0000151,262144,196608,65536
0000152,262144,196608,65536
0000153,262144,196608,65536
0000154,262144,196608,65536
0000155,262144,196608,65536
0000156,262144,196608,65536
0000157,262144,196608,65536
0000158,262144,196608,65536
0000159,262144,196608,65536
0000160,262144,196608,65536
0000161,262144,196608,65536
0000162,262144,196608,65536
0000163,262144,196608,65536
0000164,262144,196608,65536
0000165,262144,196608,65536
0000166,262144,196608,65536
0000167,262144,196608,65536
0000168,262144,196608,65536
0000169,262144,196608,65536
0000170,262144,196608,65536
0000171,262144,196608,65536
0000172,262144,196608,65536
0000173,262144,196608,65536
0000174,262144,196608,65536
0000175,262144,196608,65536
0000176,262144,196608,65536
0000177,262144,196608,65536
0000178,262144,196608,65536
0000179,262144,196608,65536
0000180,262144,196608,65536
0000181,262144,196608,65536
0000182,262144,196608,65536
0000183,262144,196608,65536
0000184,262144,196608,65536
0000185,262144,196608,65536
0000186,262144,196608,65536
0000187,262144,196608,65536
0000188,262144,196608,65536
0000189,262144,196608,65536
0000190,262144,196608,65536
0000191,262144,196608,65536
0000192,262144,196608,65536
0000193,262144,196608,65536
0000194,262144,196608,65536
0000195,262144,196608,65536
0000196,262144,196608,65536
0000197,262144,196608,65536
0000198,262144,196608,65536
0000199,262144,196608,65536
0000200,262144,196608,65536
0000201,262144,196608,65536
0000202,262144,196608,65536
0000203,262144,196608,65536
0000204,262144,196608,65536
0000205,262144,196608,65536
0000206,262144,196608,65536
0000207,262144,196608,65536
0000208,262144,196608,65536
0000209,262144,196608,65536
0000210,262144,196608,65536
0000211,262144,196608,65536
0000212,262144,196608,65536
0000213,262144,196608,65536
0000214,262144,196608,65536
0000215,262144,196608,65536
0000216,262144,196608,65536
0000217,262144,196608,65536
0000218,262144,196608,65536
0000219,262144,196608,65536
0000220,262144,196608,65536
0000221,262144,196608,65536
0000222,262144,196608,65536
0000223,262144,196608,65536
0000224,262144,196608,65536
0000225,262144,196608,65536
0000226,262144,196608,65536
0000227,262144,196608,65536
0000228,262144,196608,65536
0000229,262144,196608,65536
0000230,262144,196608,65536
0000231,262144,196608,65536
0000232,262144,196608,65536
0000233,262144,196608,65536
0000234,262144,196608,65536
0000235,262144,196608,65536
0000236,262144,196608,65536
0000237,262144,196608,65536
0000238,262144,196608,65536
0000239,262144,196608,65536
0000240,262144,196608,65536
0000241,262144,196608,65536
0000242,262144,196608,65536
0000243,262144,196608,65536
0000244,262144,196608,65536
0000245,262144,196608,65536
0000246,262144,196608,65536
0000247,262144,196608,65536
0000248,262144,196608,65536
0000249,262144,196608,65536
0000250,262144,196608,65536
0000251,262144,196608,65536
0000252,262144,196608,65536
0000253,262144,196608,65536
0000254,262144,196608,65536
0000255,262144,196608,65536
0000256,262144,196608,65536
0000257,262144,196608,65536
0000258,262144,196608,65536
0000259,262144,196608,65536
0000260,262144,196608,65536
0000261,262144,196608,65536
0000262,262144,196608,65536
0000263,262144,196608,65536
0000264,262144,196608,65536
0000265,262144,196608,65536
0000266,262144,196608,65536
0000267,262144,196608,65536
0000268,262144,196608,65536
0000269,262144,196608,65536
0000270,262144,196608,65536
0000271,262144,196608,65536
0000272,262144,196608,65536
0000273,262144,196608,65536
0000274,262144,196608,65536
0000275,262144,196608,65536
0000276,262144,196608,65536
0000277,262144,196608,65536
0000278,262144,196608,65536
0000279,262144,196608,65536
0000280,262144,196608,65536
0000281,262144,196608,65536
0000282,262144,196608,65536
0000283,262144,196608,65536
0000284,262144,196608,65536
0000285,262144,196608,65536
0000286,262144,196608,65536
0000287,262144,196608,65536
0000288,262144,196608,65536
0000289,262144,196608,65536
0000290,262144,196608,65536
0000291,262144,196608,65536
0000292,262144,196608,65536
0000293,262144,196608,65536
0000294,262144,196608,65536
0000295,262144,196608,65536
0000296,262144,196608,65536
0000297,262144,196608,65536
0000298,262144,196608,65536
0000299,262144,196608,65536
0000300,262144,196608,65536
0000301,262144,196608,65536
0000302,262144,196608,65536
0000303,262144,196608,65536
0000304,262144,196608,65536
0000305,262144,196608,65536
0000306,262144,196608,65536
0000307,262144,196608,65536
0000308,262144,196608,65536
0000309,262144,196608,65536
0000310,262144,196608,65536
0000311,262144,196608,65536
0000312,262144,196608,65536
0000313,262144,196608,65536
0000314,262144,196608,65536
0000315,262144,196608,65536
0000316,262144,196608,65536
0000317,262144,196608,65536
0000318,262144,196608,65536
0000319,262144,196608,65536
0000320,262144,196608,65536
0000321,262144,196608,65536
0000322,262144,196608,65536
0000323,262144,196608,65536
0000324,262144,196608,65536
0000325,262144,196608,65536
0000326,262144,196608,65536
0000327,262144,196608,65536
0000328,262144,196608,65536
0000329,262144,196608,65536
0000330,262144,196608,65536
0000331,262144,196608,65536
0000332,262144,196608,65536
0000333,262144,196608,65536
0000334,262144,196608,65536
0000335,262144,196608,65536
0000336,262144,196608,65536
0000337,262144,196608,65536
0000338,262144,196608,65536
0000339,262144,196608,65536
0000340,262144,196608,65536
0000341,262144,196608,65536
0000342,262144,196608,65536
0000343,262144,196608,65536
0000344,262144,196608,65536
0000345,262144,196608,65536
0000346,262144,196608,65536
0000347,262144,196608,65536
0000348,262144,196608,65536
0000349,262144,196608,65536
0000350,262144,196608,65536
0000351,262144,196608,65536
0000352,262144,196608,65536
0000353,262144,196608,65536
0000354,262144,196608,65536
0000355,262144,196608,65536
0000356,262144,196608,65536
0000357,262144,196608,65536
0000358,262144,196608,65536
0000359,262144,196608,65536
0000360,262144,196608,65536
0000361,262144,196608,65536
0000362,262144,196608,65536
0000363,262144,196608,65536
0000364,262144,196608,65536
0000365,262144,196608,65536
0000366,262144,196608,65536
0000367,262144,196608,65536
0000368,262144,196608,65536
0000369,262144,196608,65536
0000370,262144,196608,65536
0000371,262144,196608,65536
0000372,262144,196608,65536
0000373,262144,196608,65536
0000374,262144,196608,65536
0000375,262144,196608,65536
0000376,262144,196608,65536
0000377,262144,196608,65536
0000378,262144,196608,65536
0000379,262144,196608,65536
0000380,262144,196608,65536
0000381,262144,196608,65536
0000382,262144,196608,65536
0000383,262144,196608,65536
0000384,262144,196608,65536
0000385,262144,196608,65536
0000386,262144,196608,65536
0000387,262144,196608,65536
0000388,262144,196608,65536
0000389,262144,196608,65536
0000390,262144,196608,65536
0000391,262144,196608,65536
0000392,262144,196608,65536
0000393,262144,196608,65536
0000394,262144,196608,65536
0000395,262144,196608,65536
0000396,262144,196608,65536
0000397,262144,196608,65536
0000398,262144,196608,65536
0000399,262144,196608,65536
0000400,262144,196608,65536
0000401,262144,196608,65536
0000402,262144,196608,65536
0000403,262144,196608,65536
0000404,262144,196608,65536
0000405,262144,196608,65536
0000406,262144,196608,65536
0000407,262144,196608,65536
0000408,262144,196608,65536
0000409,262144,196608,65536
0000410,262144,196608,65536
0000411,262144,196608,65536
0000412,262144,196608,65536
0000413,262144,196608,65536
0000414,262144,196608,65536
0000415,262144,196608,65536
0000416,262144,196608,65536
0000417,262144,196608,65536
0000418,262144,196608,65536
0000419,262144,196608,65536
0000420,262144,196608,65536
0000421,262144,196608,65536
0000422,262144,196608,65536
0000423,262144,196608,65536
0000424,262144,196608,65536
0000425,262144,196608,65536
0000426,262144,196608,65536
0000427,262144,196608,65536
0000428,262144,196608,65536
0000429,262144,196608,65536
0000430,262144,196608,65536
0000431,262144,196608,65536
0000432,262144,196608,65536
0000433,262144,196608,65536
0000434,262144,196608,65536
0000435,262144,196608,65536
0000436,262144,196608,65536
0000437,262144,196608,65536
0000438,262144,196608,65536
0000439,262144,196608,65536
0000440,262144,196608,65536
0000441,262144,196608,65536
0000442,262144,196608,65536
0000443,262144,196608,65536
0000444,262144,196608,65536
0000445,262144,196608,65536
0000446,262144,196608,65536
0000447,262144,196608,65536
0000448,262144,196608,65536
0000449,262144,196608,65536
0000450,262144,196608,65536
0000451,262144,196608,65536
0000452,262144,196608,65536
0000453,262144,196608,65536
0000454,262144,196608,65536
0000455,262144,196608,65536
0000456,262144,196608,65536
0000457,262144,196608,65536
0000458,262144,196608,65536
0000459,262144,196608,65536
0000460,262144,196608,65536
0000461,262144,196608,65536
0000462,262144,196608,65536
0000463,262144,196608,65536
0000464,262144,196608,65536
0000465,262144,196608,65536
0000466,262144,196608,65536
0000467,262144,196608,65536
0000468,262144,196608,65536
0000469,262144,196608,65536
0000470,262144,196608,65536
0000471,262144,196608,65536
0000472,262144,196608,65536
0000473,262144,196608,65536
0000474,262144,196608,65536
0000475,262144,196608,65536
0000476,262144,196608,65536
0000477,262144,196608,65536
0000478,262144,196608,65536
0000479,262144,196608,65536
0000480,262144,196608,65536
0000481,262144,196608,65536
0000482,262144,196608,65536
0000483,262144,196608,65536
0000484,262144,196608,65536
0000485,262144,196608,65536
0000486,262144,196608,65536
0000487,262144,196608,65536
0000488,262144,196608,65536
0000489,262144,196608,65536
0000490,262144,196608,65536
0000491,262144,196608,65536
0000492,262144,196608,65536
0000493,262144,196608,65536
0000494,262144,196608,65536
0000495,262144,196608,65536
0000496,262144,196608,65536
0000497,262144,196608,65536
0000498,262144,196608,65536
0000499,262144,196608,65536
0000500,262144,196608,65536
0000501,262144,196608,65536
0000502,262144,196608,65536
0000503,262144,196608,65536
0000504,262144,196608,65536
0000505,262144,196608,65536
0000506,262144,196608,65536
0000507,262144,196608,65536
0000508,262144,196608,65536
0000509,262144,196608,65536
0000510,262144,196608,65536
0000511,262144,196608,65536
0000512,262144,196608,65536
0000513,262144,196608,65536
0000514,262144,196608,65536
0000515,262144,196608,65536
0000516,262144,196608,65536
0000517,262144,196608,65536
0000518,262144,196608,65536
0000519,262144,196608,65536
0000520,262144,196608,65536
0000521,262144,196608,65536
0000522,262144,196608,65536
0000523,262144,196608,65536
0000524,262144,196608,65536
0000525,262144,196608,65536
0000526,262144,196608,65536
0000527,262144,196608,65536
0000528,262144,196608,65536
0000529,262144,196608,65536
0000530,262144,196608,65536
0000531,262144,196608,65536
0000532,262144,196608,65536
0000533,262144,196608,65536
0000534,262144,196608,65536
0000535,262144,196608,65536
0000536,262144,196608,65536
0000537,262144,196608,65536
0000538,262144,196608,65536
0000539,262144,196608,65536
0000540,262144,196608,65536
0000541,262144,196608,65536
0000542,262144,196608,65536
0000543,262144,196608,65536
0000544,262144,196608,65536
0000545,262144,196608,65536
0000546,262144,196608,65536
0000547,262144,196608,65536
0000548,262144,196608,65536
0000549,262144,196608,65536
0000550,262144,196608,65536
0000551,262144,196608,65536
0000552,262144,196608,65536
0000553,262144,196608,65536
0000554,262144,196608,65536
0000555,262144,196608,65536
0000556,262144,196608,65536
0000557,262144,196608,65536
0000558,262144,196608,65536
0000559,262144,196608,65536
0000560,262144,196608,65536
0000561,262144,196608,65536
0000562,262144,196608,65536
0000563,262144,196608,65536
0000564,262144,196608,65536
0000565,262144,196608,65536
0000566,262144,196608,65536
0000567,262144,196608,65536
0000568,262144,196608,65536
0000569,262144,196608,65536
0000570,262144,196608,65536
0000571,262144,196608,65536
0000572,262144,196608,65536
0000573,262144,196608,65536
0000574,262144,196608,65536
0000575,262144,196608,65536
0000576,262144,196608,65536
0000577,262144,196608,65536
0000578,262144,196608,65536
0000579,262144,196608,65536
0000580,262144,196608,65536
0000581,262144,196608,65536
0000582,262144,196608,65536
0000583,262144,196608,65536
0000584,262144,196608,65536
0000585,262144,196608,65536
0000586,262144,196608,65536
0000587,262144,196608,65536
0000588,262144,196608,65536
0000589,262144,196608,65536
0000590,262144,196608,65536
0000591,262144,196608,65536
0000592,262144,196608,65536
0000593,262144,196608,65536
0000594,262144,196608,65536
0000595,262144,196608,65536
0000596,262144,196608,65536
0000597,262144,196608,65536
0000598,262144,196608,65536
0000599,262144,196608,65536
0000600,262144,196608,65536
0000601,262144,196608,65536
0000602,262144,196608,65536
0000603,262144,196608,65536
0000604,262144,196608,65536
0000605,262144,196608,65536
0000606,262144,196608,65536
0000607,262144,196608,65536
0000608,262144,196608,65536
0000609,262144,196608,65536
0000610,262144,196608,65536
0000611,262144,196608,65536
0000612,262144,196608,65536
0000613,262144,196608,65536
0000614,262144,196608,65536
0000615,262144,196608,65536
0000616,262144,196608,65536
0000617,262144,196608,65536
0000618,262144,196608,65536
0000619,262144,196608,65536
0000620,262144,196608,65536
0000621,262144,196608,65536
0000622,262144,196608,65536
0000623,262144,196608,65536
0000624,262144,196608,65536
0000625,262144,196608,65536
0000626,262144,196608,65536
0000627,262144,196608,65536
0000628,262144,196608,65536
0000629,262144,196608,65536
0000630,262144,196608,65536
0000631,262144,196608,65536
0000632,262144,196608,65536
0000633,262144,196608,65536
0000634,262144,196608,65536
0000635,262144,196608,65536
0000636,262144,196608,65536
0000637,262144,196608,65536
0000638,262144,196608,65536
0000639,262144,196608,65536
0000640,262144,196608,65536
0000641,262144,196608,65536
0000642,262144,196608,65536
0000643,262144,196608,65536
0000644,262144,196608,65536
0000645,262144,196608,65536
0000646,262144,196608,65536
0000647,262144,196608,65536
0000648,262144,196608,65536
0000649,262144,196608,65536
0000650,262144,196608,65536
0000651,262144,196608,65536
0000652,262144,196608,65536
0000653,262144,196608,65536
0000654,262144,196608,65536
0000655,262144,196608,65536
0000656,262144,196608,65536
0000657,262144,196608,65536
0000658,262144,196608,65536
0000659,262144,196608,65536
0000660,262144,196608,65536
0000661,262144,196608,65536
0000662,262144,196608,65536
0000663,262144,196608,65536
0000664,262144,196608,65536
0000665,262144,196608,65536
0000666,262144,196608,65536
0000667,262144,196608,65536
0000668,262144,196608,65536
0000669,262144,196608,65536
0000670,262144,196608,65536
0000671,262144,196608,65536
0000672,262144,196608,65536
0000673,262144,196608,65536
0000674,262144,196608,65536
0000675,262144,196608,65536
0000676,262144,196608,65536
0000677,262144,196608,65536
0000678,262144,196608,65536
0000679,262144,196608,65536
0000680,262144,196608,65536
0000681,262144,196608,65536
0000682,262144,196608,65536
0000683,262144,196608,65536
0000684,262144,196608,65536
0000685,262144,196608,65536
0000686,262144,196608,65536
0000687,262144,196608,65536
0000688,262144,196608,65536
0000689,262144,196608,65536
0000690,262144,196608,65536
0000691,262144,196608,65536
0000692,262144,196608,65536
0000693,262144,196608,65536
0000694,262144,196608,65536
0000695,262144,196608,65536
0000696,262144,196608,65536
0000697,262144,196608,65536
0000698,262144,196608,65536
0000699,262144,196608,65536
0000700,262144,196608,65536
0000701,262144,196608,65536
0000702,262144,196608,65536
0000703,262144,196608,65536
0000704,262144,196608,65536
0000705,262144,196608,65536
0000706,262144,196608,65536
0000707,262144,196608,65536
0000708,262144,196608,65536
0000709,262144,196608,65536
0000710,262144,196608,65536
0000711,262144,196608,65536
0000712,262144,196608,65536
0000713,262144,196608,65536
0000714,262144,196608,65536
0000715,262144,196608,65536
0000716,262144,196608,65536
0000717,262144,196608,65536
0000718,262144,196608,65536
0000719,262144,196608,65536
0000720,262144,196608,65536
0000721,262144,196608,65536
0000722,262144,196608,65536
0000723,262144,196608,65536
0000724,262144,196608,65536
0000725,262144,196608,65536
0000726,262144,196608,65536
0000727,262144,196608,65536
0000728,262144,196608,65536
0000729,262144,196608,65536
0000730,262144,196608,65536
0000731,262144,196608,65536
0000732,262144,196608,65536
0000733,262144,196608,65536
0000734,262144,196608,65536
0000735,262144,196608,65536
0000736,262144,196608,65536
0000737,262144,196608,65536
0000738,262144,196608,65536
0000739,262144,196608,65536
0000740,262144,196608,65536
0000741,262144,196608,65536
0000742,262144,196608,65536
0000743,262144,196608,65536
0000744,262144,196608,65536
0000745,262144,196608,65536
0000746,262144,196608,65536
0000747,262144,196608,65536
0000748,262144,196608,65536
0000749,262144,196608,65536
0000750,262144,196608,65536
0000751,262144,196608,65536
0000752,262144,196608,65536
0000753,262144,196608,65536
0000754,262144,196608,65536
0000755,262144,196608,65536
0000756,262144,196608,65536
0000757,262144,196608,65536
0000758,262144,196608,65536
0000759,262144,196608,65536
0000760,262144,196608,65536
0000761,262144,196608,65536
0000762,262144,196608,65536
0000763,262144,196608,65536
0000764,262144,196608,65536
0000765,262144,196608,65536
0000766,262144,196608,65536
0000767,262144,196608,65536
0000768,262144,196608,65536
0000769,262144,196608,65536
0000770,262144,196608,65536
0000771,262144,196608,65536
0000772,262144,196608,65536
0000773,262144,196608,65536
0000774,262144,196608,65536
0000775,262144,196608,65536
0000776,262144,196608,65536
0000777,262144,196608,65536
0000778,262144,196608,65536
0000779,262144,196608,65536
0000780,262144,196608,65536
0000781,262144,196608,65536
0000782,262144,196608,65536
0000783,262144,196608,65536
0000784,262144,196608,65536
0000785,262144,196608,65536
0000786,262144,196608,65536
0000787,262144,196608,65536
0000788,262144,196608,65536
0000789,262144,196608,65536
0000790,262144,196608,65536
0000791,262144,196608,65536
0000792,262144,196608,65536
0000793,262144,196608,65536
0000794,262144,196608,65536
0000795,262144,196608,65536
0000796,262144,196608,65536
0000797,262144,196608,65536
0000798,262144,196608,65536
0000799,262144,196608,65536
0000800,262144,196608,65536
0000801,262144,196608,65536
0000802,262144,196608,65536
0000803,262144,196608,65536
0000804,262144,196608,65536
0000805,262144,196608,65536
0000806,262144,196608,65536
0000807,262144,196608,65536
0000808,262144,196608,65536
0000809,262144,196608,65536
0000810,262144,196608,65536
0000811,262144,196608,65536
0000812,262144,196608,65536
0000813,262144,196608,65536
0000814,262144,196608,65536
0000815,262144,196608,65536
0000816,262144,196608,65536
0000817,262144,196608,65536
0000818,262144,196608,65536
0000819,262144,196608,65536
0000820,262144,196608,65536
0000821,262144,196608,65536
0000822,262144,196608,65536
0000823,262144,196608,65536
0000824,262144,196608,65536
0000825,262144,196608,65536
0000826,262144,196608,65536
0000827,262144,196608,65536
0000828,262144,196608,65536
0000829,262144,196608,65536
0000830,262144,196608,65536
0000831,262144,196608,65536
0000832,262144,196608,65536
0000833,262144,196608,65536
0000834,262144,196608,65536
0000835,262144,196608,65536
0000836,262144,196608,65536
0000837,262144,196608,65536
0000838,262144,196608,65536
0000839,262144,196608,65536
0000840,262144,196608,65536
0000841,262144,196608,65536
0000842,262144,196608,65536
0000843,262144,196608,65536
0000844,262144,196608,65536
0000845,262144,196608,65536
0000846,262144,196608,65536
0000847,262144,196608,65536
0000848,262144,196608,65536
0000849,262144,196608,65536
0000850,262144,196608,65536
0000851,262144,196608,65536
0000852,262144,196608,65536
0000853,262144,196608,65536
0000854,262144,196608,65536
0000855,262144,196608,65536
0000856,262144,196608,65536
0000857,262144,196608,65536
0000858,262144,196608,65536
0000859,262144,196608,65536
0000860,262144,196608,65536
0000861,262144,196608,65536
0000862,262144,196608,65536
0000863,262144,196608,65536
0000864,262144,196608,65536
0000865,262144,196608,65536
0000866,262144,196608,65536
0000867,262144,196608,65536
0000868,262144,196608,65536
0000869,262144,196608,65536
0000870,262144,196608,65536
0000871,262144,196608,65536
0000872,262144,196608,65536
0000873,262144,196608,65536
0000874,262144,196608,65536
0000875,262144,196608,65536
0000876,262144,196608,65536
0000877,262144,196608,65536
0000878,262144,196608,65536
0000879,262144,196608,65536
0000880,262144,196608,65536
0000881,262144,196608,65536
0000882,262144,196608,65536
0000883,262144,196608,65536
0000884,262144,196608,65536
0000885,262144,196608,65536
0000886,262144,196608,65536
0000887,262144,196608,65536
0000888,262144,196608,65536
0000889,262144,196608,65536
0000890,262144,196608,65536
0000891,262144,196608,65536
0000892,262144,196608,65536
0000893,262144,196608,65536
0000894,262144,196608,65536
0000895,262144,196608,65536
0000896,262144,196608,65536
0000897,262144,196608,65536
0000898,262144,196608,65536
0000899,262144,196608,65536
0000900,262144,196608,65536
0000901,262144,196608,65536
0000902,262144,196608,65536
0000903,262144,196608,65536
0000904,262144,196608,65536
0000905,262144,196608,65536
0000906,262144,196608,65536
0000907,262144,196608,65536
0000908,262144,196608,65536
0000909,262144,196608,65536
0000910,262144,196608,65536
0000911,262144,196608,65536
0000912,262144,196608,65536
0000913,262144,196608,65536
0000914,262144,196608,65536
0000915,262144,196608,65536
0000916,262144,196608,65536
0000917,262144,196608,65536
0000918,262144,196608,65536
0000919,262144,196608,65536
0000920,262144,196608,65536
0000921,262144,196608,65536
0000922,262144,196608,65536
0000923,262144,196608,65536
0000924,262144,196608,65536
0000925,262144,196608,65536
0000926,262144,196608,65536
0000927,262144,196608,65536
0000928,262144,196608,65536
0000929,262144,196608,65536
0000930,262144,196608,65536
0000931,262144,196608,65536
0000932,262144,196608,65536
0000933,262144,196608,65536
0000934,262144,196608,65536
0000935,262144,196608,65536
0000936,262144,196608,65536
0000937,262144,196608,65536
0000938,262144,196608,65536
0000939,262144,196608,65536
0000940,262144,196608,65536
0000941,262144,196608,65536
0000942,262144,196608,65536
0000943,262144,196608,65536
0000944,262144,196608,65536
0000945,262144,196608,65536
0000946,262144,196608,65536
0000947,262144,196608,65536
0000948,262144,196608,65536
0000949,262144,196608,65536
0000950,262144,196608,65536
0000951,262144,196608,65536
0000952,262144,196608,65536
0000953,262144,196608,65536
0000954,262144,196608,65536
0000955,262144,196608,65536
0000956,262144,196608,65536
0000957,262144,196608,65536
0000958,262144,196608,65536
0000959,262144,196608,65536
0000960,262144,196608,65536
0000961,262144,196608,65536
0000962,262144,196608,65536
0000963,262144,196608,65536
0000964,262144,196608,65536
0000965,262144,196608,65536
0000966,262144,196608,65536
0000967,262144,196608,65536
0000968,262144,196608,65536
0000969,262144,196608,65536
0000970,262144,196608,65536
0000971,262144,196608,65536
0000972,262144,196608,65536
0000973,262144,196608,65536
0000974,262144,196608,65536
0000975,262144,196608,65536
0000976,262144,196608,65536
0000977,262144,196608,65536
0000978,262144,196608,65536
0000979,262144,196608,65536
0000980,262144,196608,65536
0000981,262144,196608,65536
0000982,262144,196608,65536
0000983,262144,196608,65536
0000984,262144,196608,65536
0000985,262144,196608,65536
0000986,262144,196608,65536
0000987,262144,196608,65536
0000988,262144,196608,65536
0000989,262144,196608,65536
0000990,262144,196608,65536
0000991,262144,196608,65536
0000992,262144,196608,65536
0000993,262144,196608,65536
0000994,262144,196608,65536
0000995,262144,196608,65536
0000996,262144,196608,65536
0000997,262144,196608,65536
0000998,262144,196608,65536
0000999,262144,196608,65536
0001000,262144,196608,65536
0001001,262144,196608,65536
0001002,262144,196608,65536
0001003,262144,196608,65536
0001004,262144,196608,65536
0001005,262144,196608,65536
0001006,262144,196608,65536
0001007,262144,196608,65536
0001008,262144,196608,65536
0001009,262144,196608,65536
0001010,262144,196608,65536
0001011,262144,196608,65536
0001012,262144,196608,65536
0001013,262144,196608,65536
0001014,262144,196608,65536
0001015,262144,196608,65536
0001016,262144,196608,65536
0001017,262144,196608,65536
0001018,262144,196608,65536
0001019,262144,196608,65536
0001020,262144,196608,65536
0001021,262144,196608,65536
0001022,262144,196608,65536
0001023,262144,196608,65536
0001024,262144,196608,65536
0001025,262144,196608,65536
0001026,262144,196608,65536
0001027,262144,196608,65536
0001028,262144,196608,65536
0001029,262144,196608,65536
0001030,262144,196608,65536
0001031,262144,196608,65536
0001032,262144,196608,65536
0001033,262144,196608,65536
0001034,262144,196608,65536
0001035,262144,196608,65536
0001036,262144,196608,65536
0001037,262144,196608,65536
0001038,262144,196608,65536
0001039,262144,196608,65536
0001040,262144,196608,65536
0001041,262144,196608,65536
0001042,262144,196608,65536
0001043,262144,196608,65536
0001044,262144,196608,65536
0001045,262144,196608,65536
0001046,262144,196608,65536
0001047,262144,196608,65536
0001048,262144,196608,65536
0001049,262144,196608,65536
0001050,262144,196608,65536
0001051,262144,196608,65536
0001052,262144,196608,65536
0001053,262144,196608,65536
0001054,262144,196608,65536
0001055,262144,196608,65536
0001056,262144,196608,65536
0001057,262144,196608,65536
0001058,262144,196608,65536
0001059,262144,196608,65536
0001060,262144,196608,65536
0001061,262144,196608,65536
0001062,262144,196608,65536
0001063,262144,196608,65536
0001064,262144,196608,65536
0001065,262144,196608,65536
0001066,262144,196608,65536
0001067,262144,196608,65536
0001068,262144,196608,65536
0001069,262144,196608,65536
0001070,262144,196608,65536
0001071,262144,196608,65536
0001072,262144,196608,65536
0001073,262144,196608,65536
