tile_id,total_pixels,class_0,class_10,class_20,class_30,class_40,class_50,class_60,class_70,class_80,class_90,class_95,class_100
pair_000001350_20241012083945_20241012083951_84AFC725_r003840_c000768.tif,65536,0,0,332,523,17,29593,35071,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000768_c002304.tif,65536,0,457,10996,25497,12002,2495,14089,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001536_c001536.tif,65536,0,102,14934,6027,12880,894,30699,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001280_c002816.tif,65536,0,550,10397,9321,12021,16041,17206,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000256_c001536.tif,65536,0,0,8346,43769,4408,2758,6255,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000000_c001280.tif,65536,0,0,12892,43909,5214,324,3197,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002816_c000000.tif,65536,0,154,330,235,7007,185,57625,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003328_c001024.tif,65536,0,12,296,252,299,459,64218,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001280_c001024.tif,65536,0,0,17031,11103,1539,1141,34722,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003072_c000512.tif,65536,0,0,481,472,8097,4001,52479,0,6,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000000_c000256.tif,65536,0,0,1896,12337,42977,1780,6546,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001280_c001792.tif,65536,0,20,796,52692,3534,85,8409,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002048_c002560.tif,65536,0,301,2097,842,1768,50835,9693,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002048_c001792.tif,65536,0,3,1670,18050,2809,0,43004,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000000_c001536.tif,65536,0,0,4585,36698,13547,4416,6290,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000256_c001792.tif,65536,0,0,1712,34345,23843,1723,3913,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000512_c000768.tif,65536,0,16345,48839,352,0,0,0,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003328_c003072.tif,65536,0,7,103,142,2492,2789,60003,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002816_c002816.tif,65536,0,11,384,1230,34839,175,28897,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002560_c003072.tif,65536,0,364,1253,220,46475,3342,13879,0,3,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000768_c000768.tif,65536,0,20897,40451,925,289,222,2752,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001792_c001792.tif,65536,0,76,9402,5707,11964,847,37540,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r004096_c000000.tif,65536,0,0,8,114,6,31082,34326,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001024_c000000.tif,65536,0,806,48563,14485,234,0,1448,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001280_c001280.tif,65536,0,60,32416,9507,1568,1124,20861,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003584_c001280.tif,65536,0,0,79,59,1199,0,64199,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000512_c003072.tif,65536,0,0,29307,29910,402,493,5424,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000256_c000768.tif,65536,0,2483,20209,38501,996,696,2651,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001024_c000768.tif,65536,0,5011,24837,21284,1641,3968,8795,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003072_c001024.tif,65536,0,0,300,1155,115,0,63966,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r007936_c000768.tif,65536,0,0,0,0,0,0,65536,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003072_c000256.tif,65536,0,0,198,232,6715,1313,57078,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r007680_c000512.tif,65536,0,2085,4451,1264,1094,883,55759,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002048_c000256.tif,65536,0,15,1535,2680,27264,145,33897,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000768_c000512.tif,65536,0,21423,40006,963,2799,116,229,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001280_c001536.tif,65536,0,13,17825,20739,3453,145,23361,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000768_c001536.tif,65536,0,2346,8229,46617,2338,0,6006,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003072_c000768.tif,65536,0,3,741,1513,4803,1979,56497,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r007680_c000256.tif,65536,0,4126,544,103,4176,0,56587,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r008192_c001024.tif,65536,0,0,0,0,0,0,65536,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r007680_c000768.tif,65536,0,0,295,161,447,0,64633,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001024_c003072.tif,65536,0,20,12359,17902,29685,1547,4023,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001024_c002048.tif,65536,0,0,2413,48680,9391,0,5052,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000768_c001280.tif,65536,0,2852,19151,37871,1544,0,4118,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002560_c002560.tif,65536,0,307,697,805,23820,4334,35573,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r008192_c001280.tif,65536,0,0,0,15,0,0,65521,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002304_c002560.tif,65536,0,565,1869,1560,6132,32963,22447,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003584_c001536.tif,65536,0,0,390,1038,704,1334,62070,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003840_c000000.tif,65536,0,482,260,2616,1373,33459,27346,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002560_c001536.tif,65536,0,0,1246,5479,3610,3752,51449,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000000_c002048.tif,65536,0,0,12316,48418,3960,0,842,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000000_c001024.tif,65536,0,10,14461,46902,1766,430,1967,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000512_c002560.tif,65536,0,18,20160,21854,7738,1748,14018,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r005888_c000256.tif,65536,0,0,709,668,9,2985,61165,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001536_c001792.tif,65536,0,21,988,18619,33981,125,11802,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r007936_c001280.tif,65536,0,0,94,1079,18,0,64345,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r006656_c002560.tif,65536,0,0,2015,6887,1123,1179,54332,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r007936_c000512.tif,65536,0,68,175,221,38,3725,61309,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001024_c002816.tif,65536,0,248,5347,9918,24425,7252,18179,0,167,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001536_c002560.tif,65536,0,1000,15422,3590,6318,28815,10391,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002048_c000000.tif,65536,0,35,676,410,27049,290,37076,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r005376_c000256.tif,65536,0,0,397,345,1478,2766,60550,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002304_c002304.tif,65536,0,382,1924,2492,7109,28904,24725,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001024_c001024.tif,65536,0,3630,44774,9275,296,540,7021,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002048_c000768.tif,65536,0,0,1806,13154,0,0,50576,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000000_c002816.tif,65536,0,0,2614,52114,8878,11,1919,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001536_c002816.tif,65536,0,425,3916,6659,39291,9842,5403,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002304_c001024.tif,65536,0,0,1543,14877,1429,0,47687,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001280_c000256.tif,65536,0,1100,47843,8774,34,0,7785,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002560_c001280.tif,65536,0,0,477,3057,8540,2524,50938,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001536_c003072.tif,65536,0,231,431,3436,51675,2246,7511,0,6,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002048_c001536.tif,65536,0,0,305,13049,443,0,51739,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002304_c001280.tif,65536,0,0,632,9463,128,0,55313,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001792_c002304.tif,65536,0,19,5165,4426,12679,18229,25014,0,4,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r007936_c001024.tif,65536,0,0,0,304,0,0,65232,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003584_c001024.tif,65536,0,0,540,8529,1285,3354,51828,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001792_c002816.tif,65536,0,43,3054,4037,35747,2856,19799,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002048_c000512.tif,65536,0,25,1708,9319,1973,0,52511,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003072_c002304.tif,65536,0,92,116,175,18289,0,46864,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001792_c000512.tif,65536,0,0,2103,21804,20,0,41609,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001280_c002304.tif,65536,0,2936,28232,14574,3086,12910,3798,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002816_c000512.tif,65536,0,0,67,695,15265,1496,48013,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001792_c001024.tif,65536,0,0,672,26618,92,0,38154,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001024_c000512.tif,65536,0,4921,31291,21437,311,0,7576,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002048_c001280.tif,65536,0,0,314,17543,20,0,47659,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002560_c001792.tif,65536,0,309,5554,7492,646,2233,49302,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000000_c000768.tif,65536,0,0,18630,39632,2588,957,3729,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003328_c001792.tif,65536,0,28,1687,4722,4570,3416,51113,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003840_c000512.tif,65536,0,0,3,1168,42,36233,28090,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002816_c001536.tif,65536,0,111,2666,4523,13709,6295,38232,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002816_c000768.tif,65536,0,0,169,2580,246,3,62538,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002816_c003072.tif,65536,0,47,531,284,30223,1173,33278,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003328_c000512.tif,65536,0,0,47,1095,2929,2485,58980,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r005888_c000000.tif,65536,0,45,546,65,1236,1399,62245,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000000_c002560.tif,65536,0,7,7303,53014,1069,567,3576,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000256_c000512.tif,65536,0,5923,16064,24939,13371,1062,4177,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001536_c002048.tif,65536,0,0,11528,18675,16542,0,18791,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000768_c002048.tif,65536,0,1467,28527,29886,1429,858,3369,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003328_c001536.tif,65536,0,11,1262,2906,1167,2168,58022,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002048_c003072.tif,65536,0,160,629,5247,39936,6552,13012,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001792_c002560.tif,65536,0,330,2960,4742,12500,19155,25849,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002560_c002816.tif,65536,0,1285,2546,773,18884,20936,21112,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r004096_c000512.tif,65536,0,0,0,4937,9,5477,55113,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002560_c002304.tif,65536,0,77,1594,1833,18172,4376,39484,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003328_c002560.tif,65536,0,132,1174,1319,15648,7777,39486,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000512_c002816.tif,65536,0,0,20562,33696,3048,769,7457,0,4,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r006656_c002304.tif,65536,0,0,2003,4998,1060,2579,54896,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003072_c002816.tif,65536,0,0,85,1071,19985,826,43569,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001280_c000512.tif,65536,0,90,17131,26759,68,0,21488,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r004352_c000256.tif,65536,0,0,70,1918,4,12723,50821,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000256_c002560.tif,65536,0,201,18363,20995,66,5840,20071,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r007936_c000256.tif,65536,0,0,160,25,274,200,64877,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003584_c000000.tif,65536,0,29,278,6840,959,27158,30272,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001024_c000256.tif,65536,0,4444,50378,10270,0,0,444,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001792_c001536.tif,65536,0,6,5516,7009,948,492,51565,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003072_c000000.tif,65536,0,78,365,73,8667,3823,52530,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002816_c002048.tif,65536,0,39,1866,3451,20855,3940,35385,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000000_c000000.tif,65536,0,3,2164,30937,29898,920,1614,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000000_c001792.tif,65536,0,0,9035,32933,20996,58,2514,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003328_c001280.tif,65536,0,0,1281,2135,673,393,61054,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003584_c003072.tif,65536,0,70,1463,3354,22619,241,37789,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002304_c002816.tif,65536,0,352,860,436,21457,32081,10350,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003328_c002816.tif,65536,0,0,219,777,6824,13,57703,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002048_c002048.tif,65536,0,0,2118,4722,2225,131,56340,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000256_c001024.tif,65536,0,2521,18964,25989,12695,356,5011,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003328_c002304.tif,65536,0,0,0,337,5688,0,59511,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000768_c001792.tif,65536,0,4032,18248,38655,1337,184,3080,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003072_c002560.tif,65536,0,11,1254,1626,19900,7505,35228,0,12,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002816_c001024.tif,65536,0,0,232,1976,311,0,63017,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000512_c002048.tif,65536,0,4,8222,45006,5765,1707,4832,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003840_c001024.tif,65536,0,0,84,20280,911,10249,34012,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000256_c000256.tif,65536,0,5109,18633,13285,16873,6780,4856,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001024_c002304.tif,65536,0,2780,14360,43260,1973,0,3163,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001280_c000768.tif,65536,0,0,3828,24440,1380,2202,33686,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002560_c000256.tif,65536,0,71,624,931,5540,2504,55866,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002560_c000000.tif,65536,0,52,1139,860,3748,3515,56222,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000768_c000256.tif,65536,0,4699,55279,5186,64,0,308,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000000_c000512.tif,65536,0,0,2198,23103,33876,1952,4407,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r005632_c000000.tif,65536,0,0,176,224,996,244,63896,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r008192_c001536.tif,65536,0,0,206,434,0,0,64896,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000512_c000000.tif,65536,0,13805,45915,877,737,0,1588,0,2614,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002048_c002304.tif,65536,0,90,1351,1342,2898,45902,13953,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003584_c002304.tif,65536,0,18,479,639,8394,341,55665,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000768_c001024.tif,65536,0,11338,41537,10955,848,0,858,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000512_c000256.tif,65536,0,12583,45546,1371,4871,952,213,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003584_c001792.tif,65536,0,3,442,1863,1289,821,61118,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003584_c000768.tif,65536,0,0,2198,14917,1562,8269,38590,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001792_c000000.tif,65536,0,18,411,1214,29079,686,34122,0,6,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003328_c002048.tif,65536,0,76,681,1156,12313,202,51108,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000256_c000000.tif,65536,0,7779,19546,18976,15358,1147,2730,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001536_c000256.tif,65536,0,0,2753,14484,189,0,48110,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r004096_c000768.tif,65536,0,0,744,7292,3,18163,39334,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003328_c000768.tif,65536,0,0,188,272,1424,269,63383,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002560_c002048.tif,65536,0,168,2221,6063,6106,7509,43469,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001792_c003072.tif,65536,0,1768,5109,5025,43554,4222,5855,0,3,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001792_c000768.tif,65536,0,0,2597,27130,47,0,35762,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000768_c000000.tif,65536,0,3476,44170,15139,1100,0,1651,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001536_c000512.tif,65536,0,14,4991,28268,0,0,32263,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001536_c002304.tif,65536,0,482,22392,13070,6758,4386,18448,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000768_c002816.tif,65536,0,0,11851,17133,31668,1053,3831,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003328_c000000.tif,65536,0,0,80,2327,1252,9669,52208,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002816_c001280.tif,65536,0,15,2174,5466,5502,1943,50436,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r005376_c000000.tif,65536,0,0,71,633,564,19,64249,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r003584_c000512.tif,65536,0,0,1427,15697,568,13669,34175,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r002304_c003072.tif,65536,0,614,2576,675,35266,12734,13572,0,99,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r001280_c000000.tif,65536,0,128,9476,34423,0,0,21509,0,0,0,0,0
pair_000001350_20241012083945_20241012083951_84AFC725_r000256_c002304.tif,65536,0,341,23356,36133,1061,3177,1468,0,0,0,0,0
